Scenario,Sensor_Type,Occupancy_Count,Crowd_Density_Level,Detection_Time_sec,Peak_Hazard_Exposure_percent,Evacuation_Time_sec,Success_Rate_percent,Decision_Node,Adaptive_Route_ID,Flow_Pattern_Score,Evacuation_Strategy_Type,Comment,Occupancy_Normalized,Density_Normalized,Hazard_Normalized,Combined_Avg,Route_Status
Panic Chain Reaction,Heat Sensor,1534,0.64,2.09,20.24,354.0,96.27,Edge-Node-3,18,0.736,Leader-Based,Sensor alert triggered,0.7614161108260646,0.6,0.6388888888888888,0.6667683332383177,Dangerous
Tunnel Smoke,Heat Sensor,1035,0.47,3.98,7.04,389.0,100.36,Edge-Node-3,19,0.665,Priority-Based,High congestion observed,0.5053873781426372,0.41111111111111115,0.22222222222222224,0.37957357049199025,Optimal
Panic Chain Reaction,RFID Log,908,0.12,2.63,16.4,396.0,97.21,Edge-Node-2,15,0.5,Leader-Based,High congestion observed,0.4402257567983581,0.022222222222222213,0.5176767676767676,0.326708248899116,Optimal
Platform Fire,WiFi Log,468,0.19,3.53,13.88,408.0,97.94,Edge-Node-2,2,0.331,Priority-Based,High congestion observed,0.21446895844022573,0.09999999999999999,0.4381313131313132,0.250866757190513,Optimal
Station Flooding,Smoke Sensor,764,0.95,5.25,19.88,335.0,93.42,Edge-Node-2,13,0.464,Priority-Based,Sensor alert triggered,0.366341713699333,0.9444444444444444,0.6275252525252525,0.6461038035563433,Dangerous
Electrical Fire,RFID Log,1629,0.55,3.55,13.68,368.0,97.41,Edge-Node-2,12,0.874,Adaptive,High congestion observed,0.8101590559261159,0.5,0.4318181818181818,0.5806590792480992,Dangerous
Panic Chain Reaction,WiFi Log,251,0.34,3.47,18.14,351.0,93.6,Edge-Node-3,6,0.475,Leader-Based,High congestion observed,0.10312981015905594,0.2666666666666667,0.5726010101010102,0.31413249564224427,Optimal
Tunnel Smoke,Environmental Sensor,1386,0.13,3.32,18.83,312.0,97.47,Edge-Node-1,12,0.933,Adaptive,High congestion observed,0.685479733196511,0.03333333333333334,0.5943813131313131,0.4377314598870525,Congested
Platform Fire,Smoke Sensor,791,0.47,3.56,13.86,431.0,95.73,Edge-Node-3,16,0.467,Adaptive,Sensor alert triggered,0.3801949717804002,0.41111111111111115,0.4375,0.40960202763050374,Optimal
Station Flooding,CCTV,821,0.82,2.36,12.95,319.0,99.53,Edge-Node-1,1,0.816,Leader-Based,Crowd flow unstable,0.3955874807593638,0.7999999999999999,0.40877525252525254,0.5347875777615387,Congested
Platform Fire,RFID Log,1810,0.67,1.63,10.42,377.0,95.91,Edge-Node-1,5,0.432,Adaptive,Potential hazard identified,0.9030271934325295,0.6333333333333334,0.32891414141414144,0.6217582227266681,Dangerous
Platform Fire,Heat Sensor,1741,0.63,3.12,9.86,378.0,97.27,Edge-Node-3,5,0.616,Adaptive,Potential hazard identified,0.8676244227809132,0.5888888888888889,0.31123737373737376,0.5892502284690586,Dangerous
Sudden Overcrowding,Heat Sensor,515,0.53,3.35,12.07,327.0,96.22,Edge-Node-1,1,0.44,Adaptive,Sensor alert triggered,0.23858388917393533,0.4777777777777778,0.3809974747474748,0.36578638056639595,Optimal
Sudden Overcrowding,Heat Sensor,1874,0.26,2.56,21.28,308.0,96.46,Edge-Node-2,6,0.793,Priority-Based,Evacuation improving,0.9358645459209851,0.1777777777777778,0.6717171717171718,0.5951198318053116,Dangerous
Platform Fire,WiFi Log,875,0.82,2.88,23.24,367.0,97.24,Edge-Node-3,16,0.896,Priority-Based,Evacuation improving,0.4232939969214982,0.7999999999999999,0.7335858585858586,0.6522932851691189,Dangerous
Station Flooding,WiFi Log,1261,0.99,5.93,21.58,415.0,95.04,Edge-Node-1,12,0.487,Priority-Based,Sensor alert triggered,0.6213442791174961,0.9888888888888889,0.6811868686868687,0.7638066788977512,Dangerous
Electrical Fire,Heat Sensor,1309,0.41,5.37,8.23,335.0,95.68,Edge-Node-3,12,0.6,Adaptive,Crowd flow unstable,0.6459722934838379,0.34444444444444444,0.2597853535353536,0.41673403048787866,Optimal
Sudden Overcrowding,Heat Sensor,1571,0.29,5.34,20.77,315.0,94.91,Edge-Node-2,1,0.275,Leader-Based,High congestion observed,0.780400205233453,0.21111111111111108,0.6556186868686869,0.549043334404417,Congested
Sudden Overcrowding,Heat Sensor,1549,0.63,3.26,13.41,328.0,96.34,Edge-Node-1,17,0.285,Adaptive,Evacuation improving,0.7691123653155464,0.5888888888888889,0.4232954545454546,0.5937655695832966,Dangerous
Electrical Fire,Heat Sensor,289,0.86,5.3,17.18,389.0,95.5,Edge-Node-1,16,0.869,Priority-Based,Sensor alert triggered,0.12262698819907646,0.8444444444444444,0.5422979797979798,0.5031231374805002,Congested
Electrical Fire,RFID Log,1472,0.35,4.51,16.55,399.0,96.55,Edge-Node-2,4,0.766,Priority-Based,Potential hazard identified,0.7296049256028733,0.2777777777777778,0.5224116161616162,0.5099314398474224,Congested
Sudden Overcrowding,CCTV,1954,0.28,1.81,19.39,377.0,92.39,Edge-Node-2,12,0.503,Leader-Based,Potential hazard identified,0.9769112365315545,0.20000000000000007,0.6120580808080809,0.5963231057798785,Dangerous
Station Flooding,Environmental Sensor,1171,0.83,3.85,17.05,356.0,90.47,Edge-Node-2,3,0.698,Leader-Based,Evacuation improving,0.5751667521806054,0.811111111111111,0.5381944444444445,0.6414907692453871,Dangerous
Tunnel Smoke,Heat Sensor,797,0.58,2.65,18.86,302.0,97.64,Edge-Node-3,3,0.532,Priority-Based,Normal conditions,0.3832734735761929,0.5333333333333332,0.5953282828282829,0.5039783632459364,Congested
Station Flooding,Heat Sensor,742,0.52,3.68,19.64,380.0,94.3,Edge-Node-2,9,0.288,Priority-Based,Normal conditions,0.3550538737814264,0.46666666666666673,0.619949494949495,0.48055667846586275,Congested
Tunnel Smoke,WiFi Log,1586,0.72,5.71,16.54,333.0,99.36,Edge-Node-3,18,0.848,Leader-Based,Evacuation improving,0.7880964597229349,0.6888888888888889,0.5220959595959596,0.6663604360692611,Dangerous
Tunnel Smoke,RFID Log,612,0.23,4.67,16.68,374.0,94.74,Edge-Node-3,4,0.815,Priority-Based,High congestion observed,0.2883530015392509,0.1444444444444445,0.5265151515151515,0.31977086583294895,Optimal
Tunnel Smoke,RFID Log,1761,0.15,3.86,15.88,336.0,98.41,Edge-Node-2,14,0.225,Adaptive,Crowd flow unstable,0.8778860954335557,0.05555555555555554,0.5012626262626263,0.4782347590839125,Congested
Electrical Fire,WiFi Log,63,0.21,6.0,15.18,370.0,99.06,Edge-Node-3,13,0.905,Leader-Based,Evacuation improving,0.006670087224217549,0.12222222222222222,0.4791666666666667,0.20268632537103548,Optimal
Station Flooding,RFID Log,756,0.2,1.8,19.76,408.0,97.21,Edge-Node-2,16,0.499,Priority-Based,Evacuation improving,0.36223704463827605,0.11111111111111112,0.6237373737373738,0.36569517649558697,Optimal
Panic Chain Reaction,Smoke Sensor,940,0.45,2.84,13.92,283.0,95.13,Edge-Node-2,5,0.477,Leader-Based,Sensor alert triggered,0.45664443304258595,0.3888888888888889,0.4393939393939394,0.42830908710847143,Congested
Tunnel Smoke,CCTV,1765,0.9,6.15,13.57,375.0,98.0,Edge-Node-1,3,0.594,Adaptive,Normal conditions,0.8799384299640841,0.8888888888888888,0.4283459595959596,0.7323910928163109,Dangerous
Tunnel Smoke,WiFi Log,1139,0.83,2.21,13.59,271.0,98.6,Edge-Node-2,16,0.41,Adaptive,Crowd flow unstable,0.5587480759363777,0.811111111111111,0.42897727272727276,0.5996121532582538,Dangerous
Sudden Overcrowding,Heat Sensor,1595,0.97,2.36,20.82,336.0,93.42,Edge-Node-2,9,0.401,Adaptive,High congestion observed,0.7927142124166239,0.9666666666666666,0.6571969696969697,0.80552594959342,Dangerous
Electrical Fire,CCTV,1528,0.2,2.51,15.9,323.0,94.77,Edge-Node-1,4,0.336,Priority-Based,Crowd flow unstable,0.7583376090302719,0.11111111111111112,0.5018939393939394,0.45711421984510753,Congested
Platform Fire,Environmental Sensor,291,0.68,3.69,27.13,403.0,97.24,Edge-Node-3,17,0.388,Leader-Based,Evacuation improving,0.12365315546434068,0.6444444444444445,0.8563762626262627,0.5414912875116826,Congested
Tunnel Smoke,WiFi Log,123,0.26,3.16,17.34,332.0,98.35,Edge-Node-3,3,0.233,Leader-Based,Evacuation improving,0.03745510518214469,0.1777777777777778,0.5473484848484849,0.2541937892694691,Optimal
Station Flooding,Environmental Sensor,1521,0.54,5.25,16.65,348.0,94.24,Edge-Node-1,9,0.47,Leader-Based,Evacuation improving,0.7547460236018471,0.488888888888889,0.5255681818181818,0.5897343647696393,Dangerous
Electrical Fire,Smoke Sensor,1889,0.5,4.95,17.98,316.0,94.56,Edge-Node-1,11,0.683,Adaptive,Evacuation improving,0.9435608004104669,0.4444444444444445,0.5675505050505051,0.6518519166351388,Dangerous
Tunnel Smoke,Smoke Sensor,422,0.37,3.66,9.31,454.0,94.46,Edge-Node-3,3,0.495,Leader-Based,Potential hazard identified,0.19086711133914827,0.30000000000000004,0.29387626262626265,0.261581124655137,Optimal
Tunnel Smoke,CCTV,1031,0.53,4.23,13.77,396.0,97.15,Edge-Node-3,9,0.793,Adaptive,Evacuation improving,0.5033350436121088,0.4777777777777778,0.43465909090909094,0.47192397076632586,Congested
Sudden Overcrowding,RFID Log,1609,0.36,4.6,13.95,339.0,97.09,Edge-Node-1,10,0.44,Leader-Based,Evacuation improving,0.7998973832734736,0.2888888888888889,0.4403409090909091,0.5097090604177572,Congested
Panic Chain Reaction,Heat Sensor,1462,0.39,4.06,12.89,376.0,96.97,Edge-Node-1,8,0.349,Adaptive,Sensor alert triggered,0.7244740892765521,0.32222222222222224,0.40688131313131315,0.48452587487669585,Congested
Tunnel Smoke,Heat Sensor,445,0.99,3.88,18.62,393.0,94.84,Edge-Node-1,13,0.762,Priority-Based,Normal conditions,0.202668034889687,0.9888888888888889,0.5877525252525253,0.5931031496770337,Dangerous
Station Flooding,RFID Log,860,0.62,3.75,1.88,383.0,95.65,Edge-Node-3,7,0.728,Priority-Based,Normal conditions,0.4155977424320164,0.5777777777777777,0.059343434343434344,0.3509063181844095,Optimal
Station Flooding,Heat Sensor,1254,0.47,3.95,23.41,430.0,100.23,Edge-Node-2,2,0.302,Priority-Based,Crowd flow unstable,0.6177526936890713,0.41111111111111115,0.7389520202020202,0.5892719416674009,Dangerous
Electrical Fire,WiFi Log,809,0.36,2.37,17.54,413.0,91.27,Edge-Node-3,18,0.808,Adaptive,High congestion observed,0.38943047716777834,0.2888888888888889,0.5536616161616161,0.4106603274060945,Optimal
Platform Fire,Smoke Sensor,1975,0.16,2.73,11.97,316.0,97.58,Edge-Node-3,3,0.709,Adaptive,Sensor alert triggered,0.987685992816829,0.06666666666666667,0.3778409090909091,0.4773978561914683,Congested
Panic Chain Reaction,Smoke Sensor,817,0.18,5.52,21.93,407.0,97.82,Edge-Node-2,16,0.296,Leader-Based,Potential hazard identified,0.3935351462288353,0.08888888888888889,0.6922348484848485,0.39155296120085753,Optimal
Station Flooding,WiFi Log,1909,0.78,4.58,14.76,334.0,93.57,Edge-Node-1,8,0.387,Leader-Based,Potential hazard identified,0.9538224730631093,0.7555555555555555,0.46590909090909094,0.7250957065092519,Dangerous
Sudden Overcrowding,RFID Log,701,0.39,3.72,20.54,384.0,96.22,Edge-Node-3,1,0.624,Priority-Based,Evacuation improving,0.3340174448435095,0.32222222222222224,0.6483585858585859,0.43486608430810586,Congested
Panic Chain Reaction,WiFi Log,586,0.77,4.56,16.74,327.0,94.79,Edge-Node-1,13,0.269,Priority-Based,Evacuation improving,0.2750128270908158,0.7444444444444445,0.5284090909090909,0.5159554541481172,Congested
Panic Chain Reaction,Heat Sensor,983,0.82,5.06,4.36,368.0,96.22,Edge-Node-3,5,0.623,Priority-Based,Crowd flow unstable,0.478707029245767,0.7999999999999999,0.13762626262626265,0.4721110972906765,Congested
Platform Fire,Heat Sensor,1817,0.93,4.58,8.45,324.0,95.2,Edge-Node-2,14,0.773,Adaptive,Sensor alert triggered,0.9066187788609543,0.9222222222222223,0.26672979797979796,0.6985235996876581,Dangerous
Platform Fire,RFID Log,1590,0.23,3.51,5.01,380.0,99.09,Edge-Node-1,13,0.543,Adaptive,Evacuation improving,0.7901487942534633,0.1444444444444445,0.1581439393939394,0.3642457260306157,Optimal
Panic Chain Reaction,Heat Sensor,1231,0.31,4.28,13.78,360.0,95.54,Edge-Node-1,8,0.533,Leader-Based,Normal conditions,0.6059517701385325,0.23333333333333334,0.43497474747474746,0.42475328364887105,Congested
Tunnel Smoke,Heat Sensor,99,0.71,6.28,18.18,387.0,95.0,Edge-Node-3,14,0.552,Priority-Based,Evacuation improving,0.025141097998973832,0.6777777777777777,0.5738636363636364,0.42559417071346256,Congested
Tunnel Smoke,Heat Sensor,1742,0.16,3.13,7.73,390.0,94.34,Edge-Node-3,11,0.714,Priority-Based,Normal conditions,0.8681375064135454,0.06666666666666667,0.24400252525252528,0.3929355661109124,Optimal
Station Flooding,Smoke Sensor,1790,0.83,3.62,14.87,300.0,100.05,Edge-Node-3,11,0.245,Leader-Based,Potential hazard identified,0.8927655207798871,0.811111111111111,0.46938131313131315,0.7244193150074372,Dangerous
Platform Fire,Smoke Sensor,900,0.62,3.01,11.14,361.0,101.16,Edge-Node-2,6,0.729,Priority-Based,Crowd flow unstable,0.4361210877373012,0.5777777777777777,0.3516414141414142,0.455180093218831,Congested
Electrical Fire,CCTV,599,0.6,4.46,22.39,377.0,95.64,Edge-Node-1,17,0.76,Priority-Based,High congestion observed,0.28168291431503334,0.5555555555555555,0.7067550505050506,0.5146645067918798,Congested
Sudden Overcrowding,CCTV,1417,0.11,2.64,16.49,336.0,95.43,Edge-Node-2,9,0.334,Leader-Based,Normal conditions,0.7013853258081068,0.011111111111111113,0.5205176767676768,0.4110047045622982,Optimal
Sudden Overcrowding,Smoke Sensor,1480,0.75,4.47,13.7,356.0,96.79,Edge-Node-3,11,0.629,Priority-Based,Normal conditions,0.7337095946639302,0.7222222222222222,0.432449494949495,0.6294604372785492,Dangerous
Panic Chain Reaction,Smoke Sensor,1127,0.29,4.01,16.24,396.0,95.46,Edge-Node-3,2,0.575,Leader-Based,Sensor alert triggered,0.5525910723447922,0.21111111111111108,0.5126262626262627,0.4254428153607219,Congested
Tunnel Smoke,Environmental Sensor,264,0.54,5.47,10.74,376.0,96.63,Edge-Node-1,10,0.277,Adaptive,High congestion observed,0.10979989738327346,0.488888888888889,0.33901515151515155,0.312567979262438,Optimal
Platform Fire,RFID Log,1353,0.95,4.11,13.1,420.0,96.68,Edge-Node-2,4,0.946,Leader-Based,Potential hazard identified,0.6685479733196511,0.9444444444444444,0.41351010101010105,0.675500839591399,Dangerous
Platform Fire,Smoke Sensor,1047,0.93,5.01,12.43,290.0,96.73,Edge-Node-3,11,0.948,Adaptive,Sensor alert triggered,0.5115443817342227,0.9222222222222223,0.3923611111111111,0.608709238355852,Dangerous
Panic Chain Reaction,Heat Sensor,248,0.54,4.36,17.0,296.0,95.88,Edge-Node-3,14,0.352,Priority-Based,Potential hazard identified,0.10159055926115958,0.488888888888889,0.5366161616161617,0.3756985365887367,Optimal
Electrical Fire,RFID Log,1296,0.27,3.64,15.26,365.0,95.87,Edge-Node-1,4,0.84,Priority-Based,Evacuation improving,0.6393022062596203,0.18888888888888894,0.4816919191919192,0.43662767144680953,Congested
Panic Chain Reaction,Heat Sensor,1934,0.2,5.14,24.21,293.0,99.16,Edge-Node-1,19,0.347,Priority-Based,Sensor alert triggered,0.9666495638789122,0.11111111111111112,0.7642045454545455,0.6139884068148563,Dangerous
Panic Chain Reaction,RFID Log,1978,0.35,4.21,14.29,313.0,97.38,Edge-Node-2,10,0.549,Adaptive,Potential hazard identified,0.9892252437147254,0.2777777777777778,0.4510732323232323,0.5726920846052451,Dangerous
Panic Chain Reaction,CCTV,538,0.86,1.54,7.22,364.0,99.26,Edge-Node-2,13,0.92,Priority-Based,Crowd flow unstable,0.2503848127244741,0.8444444444444444,0.22790404040404041,0.4409110991909863,Congested
Tunnel Smoke,Heat Sensor,1211,0.55,3.02,5.13,416.0,98.55,Edge-Node-2,9,0.727,Adaptive,Sensor alert triggered,0.5956900974858902,0.5,0.16193181818181818,0.4192073052225695,Optimal
Station Flooding,CCTV,1391,0.98,2.6,14.46,384.0,96.85,Edge-Node-1,19,0.654,Priority-Based,Crowd flow unstable,0.6880451513596716,0.9777777777777779,0.456439393939394,0.7074207743589479,Dangerous
Platform Fire,CCTV,150,0.46,3.77,11.69,423.0,96.73,Edge-Node-3,9,0.239,Adaptive,Potential hazard identified,0.051308363263211906,0.4000000000000001,0.36900252525252525,0.2734369628385791,Optimal
Sudden Overcrowding,Heat Sensor,934,0.3,2.91,13.03,348.0,98.65,Edge-Node-1,14,0.775,Leader-Based,Potential hazard identified,0.45356593124679323,0.2222222222222222,0.4113005050505051,0.3623628861731735,Optimal
Station Flooding,Heat Sensor,563,0.86,2.09,8.86,414.0,97.3,Edge-Node-2,8,0.615,Priority-Based,Sensor alert triggered,0.26321190354027707,0.8444444444444444,0.2796717171717172,0.46244268838547953,Congested
Platform Fire,CCTV,87,0.12,4.2,14.7,340.0,97.87,Edge-Node-3,18,0.727,Adaptive,Normal conditions,0.018984094407388404,0.022222222222222213,0.46401515151515155,0.16840715604825407,Optimal
Sudden Overcrowding,Smoke Sensor,713,0.61,3.48,18.98,393.0,102.49,Edge-Node-1,17,0.346,Priority-Based,Sensor alert triggered,0.3401744484350949,0.5666666666666667,0.5991161616161617,0.5019857589059744,Congested
Panic Chain Reaction,RFID Log,1610,0.88,2.6,15.08,332.0,97.36,Edge-Node-1,12,0.321,Priority-Based,Evacuation improving,0.8004104669061056,0.8666666666666667,0.47601010101010105,0.7143624115276245,Dangerous
Electrical Fire,Heat Sensor,128,0.49,2.47,15.17,458.0,94.44,Edge-Node-3,14,0.345,Leader-Based,Sensor alert triggered,0.04002052334530529,0.4333333333333334,0.4788510101010101,0.31740162225988294,Optimal
Electrical Fire,RFID Log,987,0.58,4.78,17.88,435.0,95.0,Edge-Node-3,16,0.448,Priority-Based,High congestion observed,0.4807593637762956,0.5333333333333332,0.5643939393939394,0.5261622121678561,Congested
Tunnel Smoke,Heat Sensor,739,0.81,5.87,9.4,385.0,93.91,Edge-Node-3,12,0.262,Adaptive,Evacuation improving,0.35351462288353,0.788888888888889,0.29671717171717177,0.4797068944965302,Congested
Sudden Overcrowding,WiFi Log,1486,0.82,3.27,10.45,386.0,99.38,Edge-Node-1,15,0.424,Adaptive,Evacuation improving,0.7367880964597229,0.7999999999999999,0.3298611111111111,0.6222164025236113,Dangerous
Platform Fire,WiFi Log,132,0.8,5.64,4.8,322.0,98.58,Edge-Node-2,5,0.611,Priority-Based,Sensor alert triggered,0.04207285787583376,0.7777777777777778,0.15151515151515152,0.323788595722921,Optimal
Platform Fire,CCTV,1177,0.41,3.49,22.36,320.0,97.81,Edge-Node-3,11,0.815,Leader-Based,Crowd flow unstable,0.5782452539763981,0.34444444444444444,0.7058080808080809,0.5428325930763078,Congested
Sudden Overcrowding,WiFi Log,1519,0.42,4.05,15.13,396.0,98.67,Edge-Node-3,9,0.25,Leader-Based,Crowd flow unstable,0.7537198563365829,0.35555555555555557,0.47758838383838387,0.5289545985768408,Congested
Electrical Fire,CCTV,1366,0.97,3.52,16.04,380.0,95.14,Edge-Node-3,12,0.677,Adaptive,Crowd flow unstable,0.6752180605438687,0.9666666666666666,0.5063131313131313,0.7160659528412222,Dangerous
Platform Fire,Heat Sensor,1206,0.25,5.27,12.67,321.0,92.36,Edge-Node-1,2,0.821,Leader-Based,Sensor alert triggered,0.5931246793227296,0.16666666666666669,0.39993686868686873,0.386576071558755,Optimal
Tunnel Smoke,WiFi Log,1161,0.23,4.31,14.28,312.0,95.05,Edge-Node-3,17,0.661,Priority-Based,Sensor alert triggered,0.5700359158542843,0.1444444444444445,0.45075757575757575,0.3884126453521015,Optimal
Platform Fire,Environmental Sensor,438,0.79,5.9,10.87,350.0,94.09,Edge-Node-2,8,0.59,Leader-Based,Sensor alert triggered,0.19907644946126216,0.7666666666666667,0.34311868686868685,0.43628726766553855,Congested
Tunnel Smoke,Heat Sensor,176,0.64,3.74,15.32,340.0,91.44,Edge-Node-3,4,0.937,Leader-Based,Evacuation improving,0.064648537711647,0.6,0.4835858585858586,0.3827447987658352,Optimal
Platform Fire,Environmental Sensor,676,0.32,5.65,3.18,299.0,97.53,Edge-Node-2,8,0.473,Adaptive,Normal conditions,0.3211903540277065,0.24444444444444446,0.10037878787878789,0.2220045287836463,Optimal
Tunnel Smoke,RFID Log,196,0.51,6.32,15.82,355.0,92.73,Edge-Node-2,17,0.295,Adaptive,High congestion observed,0.07491021036428938,0.45555555555555555,0.4993686868686869,0.34327815092951064,Optimal
Sudden Overcrowding,RFID Log,1464,0.66,5.4,9.38,435.0,94.38,Edge-Node-3,9,0.678,Adaptive,Sensor alert triggered,0.7255002565418163,0.6222222222222222,0.2960858585858586,0.5479361124499657,Congested
Sudden Overcrowding,CCTV,1035,0.88,2.71,12.22,360.0,96.77,Edge-Node-1,10,0.937,Adaptive,Crowd flow unstable,0.5053873781426372,0.8666666666666667,0.38573232323232326,0.585928789347209,Dangerous
Station Flooding,RFID Log,1863,0.3,3.49,13.97,316.0,97.22,Edge-Node-3,7,0.217,Priority-Based,Normal conditions,0.9302206259620318,0.2222222222222222,0.44097222222222227,0.5311383568021588,Congested
Electrical Fire,Environmental Sensor,636,0.86,4.27,12.65,291.0,97.5,Edge-Node-3,19,0.298,Priority-Based,Crowd flow unstable,0.30066700872242175,0.8444444444444444,0.3993055555555556,0.5148056695741406,Congested
Panic Chain Reaction,Smoke Sensor,136,0.84,4.1,12.05,393.0,97.02,Edge-Node-3,10,0.297,Leader-Based,Evacuation improving,0.04412519240636224,0.8222222222222222,0.38036616161616166,0.41557119208158205,Optimal
