route,hour,day_of_week,is_weekend,temperature,is_raining,nearby_event,prev_passenger_count,passenger_count,vehicle_capacity,data_source,route_avg_demand,is_peak_hour,utilisation,day_name
Route 3 - University Shuttle,16,3,0,14.5,0,0,22,31,100,SYNTHETIC,37.7,0,0.31,Thursday
Route 3 - University Shuttle,19,4,0,10.7,0,0,79,64,100,SYNTHETIC,37.7,1,0.64,Friday
Route 9 - East Corridor,16,1,0,17.8,1,0,24,30,100,SYNTHETIC,35.6,0,0.3,Tuesday
Route 5 - South Connector,12,4,0,28.9,0,0,15,19,100,SYNTHETIC,24.6,0,0.19,Friday
Route 3 - University Shuttle,12,6,1,13.3,0,0,6,8,100,SYNTHETIC,37.7,0,0.08,Sunday
Route 7 - Hospital Line,12,0,0,14.7,0,0,22,32,100,SYNTHETIC,37.7,0,0.32,Monday
Route 6 - Industrial Park,17,6,1,10.5,0,0,4,12,100,SYNTHETIC,45.9,1,0.12,Sunday
Route 6 - Industrial Park,19,4,0,17.1,0,0,91,65,100,SYNTHETIC,45.9,1,0.65,Friday
Route 3 - University Shuttle,13,2,0,22.7,1,0,24,31,100,SYNTHETIC,37.7,0,0.31,Wednesday
Route 8 - Beach/Leisure,9,5,1,36.9,1,0,46,35,100,SYNTHETIC,27.1,1,0.35,Saturday
Route 2 - Airport Link,9,4,0,21.7,0,0,62,46,100,SYNTHETIC,38.4,1,0.46,Friday
Route 9 - East Corridor,18,5,1,19.6,1,0,38,42,100,SYNTHETIC,35.6,1,0.42,Saturday
Route 5 - South Connector,19,0,0,26.9,1,0,44,38,100,SYNTHETIC,24.6,1,0.38,Monday
Route 5 - South Connector,7,0,0,25.6,0,0,8,34,100,SYNTHETIC,24.6,1,0.34,Monday
Route 4 - North Suburbs,7,4,0,15.4,0,0,8,43,100,SYNTHETIC,30.0,1,0.43,Friday
Route 5 - South Connector,16,2,0,38.4,0,0,17,17,100,SYNTHETIC,24.6,0,0.17,Wednesday
Route 7 - Hospital Line,8,1,0,19.8,0,0,57,67,100,SYNTHETIC,37.7,1,0.67,Tuesday
Route 5 - South Connector,19,2,0,21.9,0,1,68,48,100,SYNTHETIC,24.6,1,0.48,Wednesday
Route 2 - Airport Link,10,5,1,24.4,0,0,40,20,100,SYNTHETIC,38.4,0,0.2,Saturday
Route 6 - Industrial Park,8,1,0,22.8,0,0,103,99,100,SYNTHETIC,45.9,1,0.99,Tuesday
Route 3 - University Shuttle,20,6,1,32.2,1,0,15,8,100,SYNTHETIC,37.7,0,0.08,Sunday
Route 2 - Airport Link,8,2,0,15.3,1,0,52,64,100,SYNTHETIC,38.4,1,0.64,Wednesday
Route 9 - East Corridor,10,1,0,26.3,0,0,42,18,100,SYNTHETIC,35.6,0,0.18,Tuesday
Route 4 - North Suburbs,8,0,0,21.3,0,0,53,57,100,SYNTHETIC,30.0,1,0.57,Monday
Route 6 - Industrial Park,7,6,1,27.9,1,0,0,17,100,SYNTHETIC,45.9,1,0.17,Sunday
Route 2 - Airport Link,6,0,0,18.3,1,0,6,14,100,SYNTHETIC,38.4,0,0.14,Monday
Route 4 - North Suburbs,7,2,0,17.2,0,0,13,51,100,SYNTHETIC,30.0,1,0.51,Wednesday
Route 4 - North Suburbs,8,4,0,25.9,0,0,55,68,100,SYNTHETIC,30.0,1,0.68,Friday
Route 2 - Airport Link,7,3,0,22.9,0,0,11,69,100,SYNTHETIC,38.4,1,0.69,Thursday
Route 10 - West Ring,16,1,0,13.4,1,0,23,28,100,SYNTHETIC,26.9,0,0.28,Tuesday
Route 4 - North Suburbs,17,0,0,30.8,1,0,29,60,100,SYNTHETIC,30.0,1,0.6,Monday
Route 6 - Industrial Park,12,4,0,25.9,0,0,28,28,100,SYNTHETIC,45.9,0,0.28,Friday
Route 6 - Industrial Park,11,3,0,19.4,1,0,30,34,100,SYNTHETIC,45.9,0,0.34,Thursday
Route 5 - South Connector,14,0,0,16.3,1,0,21,18,100,SYNTHETIC,24.6,0,0.18,Monday
Route 6 - Industrial Park,19,1,0,22.9,0,0,88,83,100,SYNTHETIC,45.9,1,0.83,Tuesday
Route 6 - Industrial Park,19,3,0,25.3,0,0,97,72,100,SYNTHETIC,45.9,1,0.72,Thursday
Route 1 - City Centre Express,6,1,0,7.2,1,0,9,18,100,SYNTHETIC,55.2,0,0.18,Tuesday
Route 7 - Hospital Line,8,2,0,23.0,0,0,62,71,100,SYNTHETIC,37.7,1,0.71,Wednesday
Route 2 - Airport Link,9,0,0,25.2,0,0,63,52,100,SYNTHETIC,38.4,1,0.52,Monday
Route 5 - South Connector,9,5,1,1.2,1,0,26,23,100,SYNTHETIC,24.6,1,0.23,Saturday
Route 4 - North Suburbs,15,4,0,21.6,0,0,18,25,100,SYNTHETIC,30.0,0,0.25,Friday
Route 5 - South Connector,12,5,1,25.6,0,0,8,13,100,SYNTHETIC,24.6,0,0.13,Saturday
Route 1 - City Centre Express,7,0,0,24.6,0,0,12,84,100,SYNTHETIC,55.2,1,0.84,Monday
Route 8 - Beach/Leisure,12,2,0,26.4,0,0,16,18,100,SYNTHETIC,27.1,0,0.18,Wednesday
Route 5 - South Connector,14,1,0,17.4,0,0,20,14,100,SYNTHETIC,24.6,0,0.14,Tuesday
Route 1 - City Centre Express,7,4,0,11.7,1,0,17,93,100,SYNTHETIC,55.2,1,0.93,Friday
Route 1 - City Centre Express,19,5,1,5.6,0,0,52,53,100,SYNTHETIC,55.2,1,0.53,Saturday
Route 6 - Industrial Park,7,1,0,28.7,0,0,15,88,100,SYNTHETIC,45.9,1,0.88,Tuesday
Route 7 - Hospital Line,20,5,1,25.6,1,0,44,20,100,SYNTHETIC,37.7,0,0.2,Saturday
Route 6 - Industrial Park,7,4,0,29.3,0,0,17,86,100,SYNTHETIC,45.9,1,0.86,Friday
Route 8 - Beach/Leisure,19,5,1,14.2,0,1,99,78,100,SYNTHETIC,27.1,1,0.78,Saturday
Route 8 - Beach/Leisure,20,0,0,26.4,0,0,43,8,100,SYNTHETIC,27.1,0,0.08,Monday
Route 9 - East Corridor,22,6,1,8.0,0,0,15,0,100,SYNTHETIC,35.6,0,0.0,Sunday
Route 10 - West Ring,18,3,0,13.0,0,0,42,50,100,SYNTHETIC,26.9,1,0.5,Thursday
Route 9 - East Corridor,18,1,0,21.0,0,0,60,58,100,SYNTHETIC,35.6,1,0.58,Tuesday
Route 8 - Beach/Leisure,16,1,0,25.3,0,0,17,18,100,SYNTHETIC,27.1,0,0.18,Tuesday
Route 5 - South Connector,18,6,1,33.4,0,0,18,19,100,SYNTHETIC,24.6,1,0.19,Sunday
Route 6 - Industrial Park,8,6,1,18.1,0,0,15,13,100,SYNTHETIC,45.9,1,0.13,Sunday
Route 7 - Hospital Line,15,0,0,13.1,0,0,23,25,100,SYNTHETIC,37.7,0,0.25,Monday
Route 2 - Airport Link,14,3,0,12.7,0,0,27,27,100,SYNTHETIC,38.4,0,0.27,Thursday
Route 7 - Hospital Line,19,5,1,14.5,0,0,41,38,100,SYNTHETIC,37.7,1,0.38,Saturday
Route 6 - Industrial Park,13,4,0,37.8,0,0,29,26,100,SYNTHETIC,45.9,0,0.26,Friday
Route 6 - Industrial Park,12,1,0,26.1,0,0,24,33,100,SYNTHETIC,45.9,0,0.33,Tuesday
Route 9 - East Corridor,16,2,0,28.9,0,0,27,24,100,SYNTHETIC,35.6,0,0.24,Wednesday
Route 7 - Hospital Line,9,2,0,18.1,1,0,80,51,100,SYNTHETIC,37.7,1,0.51,Wednesday
Route 10 - West Ring,8,2,0,20.0,1,0,51,61,100,SYNTHETIC,26.9,1,0.61,Wednesday
Route 10 - West Ring,13,6,1,25.6,0,0,11,9,100,SYNTHETIC,26.9,0,0.09,Sunday
Route 9 - East Corridor,12,1,0,16.0,0,0,15,28,100,SYNTHETIC,35.6,0,0.28,Tuesday
Route 3 - University Shuttle,9,4,0,17.7,0,0,80,66,100,SYNTHETIC,37.7,1,0.66,Friday
Route 2 - Airport Link,11,6,1,14.6,1,0,23,27,100,SYNTHETIC,38.4,0,0.27,Sunday
Route 3 - University Shuttle,11,5,1,16.4,1,1,4,7,100,SYNTHETIC,37.7,0,0.07,Saturday
Route 8 - Beach/Leisure,11,5,1,20.4,1,0,17,23,100,SYNTHETIC,27.1,0,0.23,Saturday
Route 9 - East Corridor,12,1,0,13.4,0,1,30,31,100,SYNTHETIC,35.6,0,0.31,Tuesday
Route 9 - East Corridor,17,0,0,22.3,1,0,31,59,100,SYNTHETIC,35.6,1,0.59,Monday
Route 7 - Hospital Line,10,5,1,22.3,0,0,33,19,100,SYNTHETIC,37.7,0,0.19,Saturday
Route 7 - Hospital Line,21,5,1,18.6,1,0,22,17,100,SYNTHETIC,37.7,0,0.17,Saturday
Route 10 - West Ring,20,5,1,13.4,0,0,25,6,100,SYNTHETIC,26.9,0,0.06,Saturday
Route 7 - Hospital Line,14,2,0,20.8,0,0,27,23,100,SYNTHETIC,37.7,0,0.23,Wednesday
Route 2 - Airport Link,11,3,0,16.0,0,0,24,22,100,SYNTHETIC,38.4,0,0.22,Thursday
Route 6 - Industrial Park,15,0,0,20.4,0,0,33,27,100,SYNTHETIC,45.9,0,0.27,Monday
Route 4 - North Suburbs,19,2,0,28.8,1,0,51,50,100,SYNTHETIC,30.0,1,0.5,Wednesday
Route 7 - Hospital Line,17,3,0,10.0,0,0,24,55,100,SYNTHETIC,37.7,1,0.55,Thursday
Route 7 - Hospital Line,18,0,0,37.4,0,0,52,49,100,SYNTHETIC,37.7,1,0.49,Monday
Route 3 - University Shuttle,15,0,0,19.4,1,0,26,31,100,SYNTHETIC,37.7,0,0.31,Monday
Route 3 - University Shuttle,16,0,0,23.3,0,1,36,45,100,SYNTHETIC,37.7,0,0.45,Monday
Route 1 - City Centre Express,10,1,0,14.0,0,0,63,26,100,SYNTHETIC,55.2,0,0.26,Tuesday
Route 3 - University Shuttle,18,6,1,29.1,0,0,13,16,100,SYNTHETIC,37.7,1,0.16,Sunday
Route 9 - East Corridor,8,4,0,19.0,0,0,50,67,100,SYNTHETIC,35.6,1,0.67,Friday
Route 7 - Hospital Line,17,6,1,16.8,0,0,18,43,100,SYNTHETIC,37.7,1,0.43,Sunday
Route 10 - West Ring,19,1,0,15.4,0,0,54,36,100,SYNTHETIC,26.9,1,0.36,Tuesday
Route 10 - West Ring,8,4,0,17.9,1,1,70,86,100,SYNTHETIC,26.9,1,0.86,Friday
Route 9 - East Corridor,16,6,1,23.3,1,0,18,18,100,SYNTHETIC,35.6,0,0.18,Sunday
Route 2 - Airport Link,7,2,0,21.4,1,0,12,51,100,SYNTHETIC,38.4,1,0.51,Wednesday
Route 4 - North Suburbs,17,4,0,19.7,0,0,28,49,100,SYNTHETIC,30.0,1,0.49,Friday
Route 1 - City Centre Express,7,4,0,14.3,0,0,17,94,100,SYNTHETIC,55.2,1,0.94,Friday
Route 1 - City Centre Express,20,5,1,13.8,1,0,55,20,100,SYNTHETIC,55.2,0,0.2,Saturday
Route 3 - University Shuttle,8,6,1,16.3,0,0,15,17,100,SYNTHETIC,37.7,1,0.17,Sunday
Route 3 - University Shuttle,21,4,0,23.7,1,0,29,16,100,SYNTHETIC,37.7,0,0.16,Friday
Route 1 - City Centre Express,18,4,0,25.3,0,0,98,94,100,SYNTHETIC,55.2,1,0.94,Friday
Route 9 - East Corridor,16,6,1,26.4,1,1,15,22,100,SYNTHETIC,35.6,0,0.22,Sunday
Route 6 - Industrial Park,18,4,0,20.0,0,0,96,83,100,SYNTHETIC,45.9,1,0.83,Friday
Route 7 - Hospital Line,18,2,0,23.1,0,0,59,66,100,SYNTHETIC,37.7,1,0.66,Wednesday
Route 7 - Hospital Line,21,4,0,18.7,0,0,23,20,100,SYNTHETIC,37.7,0,0.2,Friday
Route 10 - West Ring,9,3,0,6.1,1,0,57,37,100,SYNTHETIC,26.9,1,0.37,Thursday
Route 2 - Airport Link,16,1,0,18.3,0,0,29,37,100,SYNTHETIC,38.4,0,0.37,Tuesday
Route 4 - North Suburbs,7,3,0,17.0,0,0,9,47,100,SYNTHETIC,30.0,1,0.47,Thursday
Route 4 - North Suburbs,16,4,0,11.7,1,0,21,26,100,SYNTHETIC,30.0,0,0.26,Friday
Route 6 - Industrial Park,8,6,1,15.5,0,0,8,16,100,SYNTHETIC,45.9,1,0.16,Sunday
Route 6 - Industrial Park,15,4,0,21.1,1,0,25,34,100,SYNTHETIC,45.9,0,0.34,Friday
Route 8 - Beach/Leisure,15,1,0,10.9,1,0,14,16,100,SYNTHETIC,27.1,0,0.16,Tuesday
Route 6 - Industrial Park,13,6,1,14.3,0,0,7,6,100,SYNTHETIC,45.9,0,0.06,Sunday
Route 3 - University Shuttle,14,4,0,32.4,1,0,24,20,100,SYNTHETIC,37.7,0,0.2,Friday
Route 6 - Industrial Park,18,2,0,7.2,0,0,99,88,100,SYNTHETIC,45.9,1,0.88,Wednesday
Route 10 - West Ring,18,5,1,18.5,0,0,22,27,100,SYNTHETIC,26.9,1,0.27,Saturday
Route 6 - Industrial Park,14,2,0,10.7,1,0,31,32,100,SYNTHETIC,45.9,0,0.32,Wednesday
Route 6 - Industrial Park,16,2,0,14.0,1,0,31,44,100,SYNTHETIC,45.9,0,0.44,Wednesday
Route 2 - Airport Link,20,5,1,18.4,0,0,46,27,100,SYNTHETIC,38.4,0,0.27,Saturday
Route 1 - City Centre Express,7,6,1,12.1,0,0,7,50,100,SYNTHETIC,55.2,1,0.5,Sunday
Route 3 - University Shuttle,7,3,0,24.6,0,0,12,62,100,SYNTHETIC,37.7,1,0.62,Thursday
Route 1 - City Centre Express,7,2,0,30.8,0,0,14,84,100,SYNTHETIC,55.2,1,0.84,Wednesday
Route 5 - South Connector,17,6,1,26.7,0,0,11,24,100,SYNTHETIC,24.6,1,0.24,Sunday
Route 9 - East Corridor,12,1,0,28.2,0,0,22,27,100,SYNTHETIC,35.6,0,0.27,Tuesday
Route 5 - South Connector,18,5,1,9.0,1,0,23,23,100,SYNTHETIC,24.6,1,0.23,Saturday
Route 7 - Hospital Line,17,4,0,18.1,0,1,52,80,100,SYNTHETIC,37.7,1,0.8,Friday
Route 9 - East Corridor,11,5,1,23.7,0,0,10,9,100,SYNTHETIC,35.6,0,0.09,Saturday
Route 8 - Beach/Leisure,20,2,0,27.0,0,0,37,13,100,SYNTHETIC,27.1,0,0.13,Wednesday
Route 7 - Hospital Line,18,5,1,34.0,1,0,45,38,100,SYNTHETIC,37.7,1,0.38,Saturday
Route 8 - Beach/Leisure,10,0,0,28.6,0,0,23,12,100,SYNTHETIC,27.1,0,0.12,Monday
Route 3 - University Shuttle,11,5,1,27.2,1,0,4,5,100,SYNTHETIC,37.7,0,0.05,Saturday
Route 5 - South Connector,10,0,0,41.1,0,0,29,15,100,SYNTHETIC,24.6,0,0.15,Monday
Route 4 - North Suburbs,8,4,0,20.8,1,0,60,63,100,SYNTHETIC,30.0,1,0.63,Friday
Route 8 - Beach/Leisure,8,1,0,17.7,1,0,24,28,100,SYNTHETIC,27.1,1,0.28,Tuesday
Route 5 - South Connector,20,6,1,21.4,0,0,20,8,100,SYNTHETIC,24.6,0,0.08,Sunday
Route 10 - West Ring,13,5,1,12.7,0,0,17,8,100,SYNTHETIC,26.9,0,0.08,Saturday
Route 2 - Airport Link,12,0,0,20.5,0,0,24,31,100,SYNTHETIC,38.4,0,0.31,Monday
Route 2 - Airport Link,18,6,1,6.2,0,0,55,50,100,SYNTHETIC,38.4,1,0.5,Sunday
Route 8 - Beach/Leisure,15,1,0,15.8,0,0,12,24,100,SYNTHETIC,27.1,0,0.24,Tuesday
Route 8 - Beach/Leisure,20,3,0,19.1,1,0,45,15,100,SYNTHETIC,27.1,0,0.15,Thursday
Route 7 - Hospital Line,18,0,0,27.6,0,0,63,65,100,SYNTHETIC,37.7,1,0.65,Monday
Route 4 - North Suburbs,13,0,0,28.9,0,0,24,20,100,SYNTHETIC,30.0,0,0.2,Monday
Route 1 - City Centre Express,12,1,0,12.3,0,0,32,34,100,SYNTHETIC,55.2,0,0.34,Tuesday
Route 4 - North Suburbs,22,3,0,36.6,0,0,13,11,100,SYNTHETIC,30.0,0,0.11,Thursday
Route 5 - South Connector,17,3,0,21.2,1,0,23,48,100,SYNTHETIC,24.6,1,0.48,Thursday
Route 5 - South Connector,21,5,1,21.9,0,0,10,1,100,SYNTHETIC,24.6,0,0.01,Saturday
Route 10 - West Ring,7,1,0,7.1,1,0,10,41,100,SYNTHETIC,26.9,1,0.41,Tuesday
Route 9 - East Corridor,19,5,1,15.0,0,0,32,25,100,SYNTHETIC,35.6,1,0.25,Saturday
Route 8 - Beach/Leisure,16,0,0,28.4,0,0,10,17,100,SYNTHETIC,27.1,0,0.17,Monday
Route 1 - City Centre Express,8,2,0,21.4,0,0,89,89,100,SYNTHETIC,55.2,1,0.89,Wednesday
Route 2 - Airport Link,16,1,0,20.9,0,0,31,34,100,SYNTHETIC,38.4,0,0.34,Tuesday
Route 5 - South Connector,17,0,0,21.8,0,0,25,32,100,SYNTHETIC,24.6,1,0.32,Monday
Route 7 - Hospital Line,4,4,0,8.5,0,0,1,2,100,SYNTHETIC,37.7,0,0.02,Friday
Route 7 - Hospital Line,13,6,1,19.2,0,0,27,20,100,SYNTHETIC,37.7,0,0.2,Sunday
Route 3 - University Shuttle,19,4,0,31.3,0,0,73,68,100,SYNTHETIC,37.7,1,0.68,Friday
Route 2 - Airport Link,10,5,1,28.7,0,0,39,21,100,SYNTHETIC,38.4,0,0.21,Saturday
Route 4 - North Suburbs,13,4,0,19.0,1,0,20,27,100,SYNTHETIC,30.0,0,0.27,Friday
Route 8 - Beach/Leisure,13,0,0,32.5,0,0,15,16,100,SYNTHETIC,27.1,0,0.16,Monday
Route 10 - West Ring,10,2,0,9.9,0,0,41,20,100,SYNTHETIC,26.9,0,0.2,Wednesday
Route 10 - West Ring,20,5,1,12.2,0,0,18,7,100,SYNTHETIC,26.9,0,0.07,Saturday
Route 6 - Industrial Park,18,0,0,34.9,1,0,81,116,100,SYNTHETIC,45.9,1,1.16,Monday
Route 1 - City Centre Express,7,0,0,24.6,1,0,21,97,100,SYNTHETIC,55.2,1,0.97,Monday
Route 10 - West Ring,23,5,1,17.7,0,1,6,7,100,SYNTHETIC,26.9,0,0.07,Saturday
Route 2 - Airport Link,19,0,0,19.6,0,0,63,53,100,SYNTHETIC,38.4,1,0.53,Monday
Route 3 - University Shuttle,10,6,1,13.5,0,0,11,5,100,SYNTHETIC,37.7,0,0.05,Sunday
Route 10 - West Ring,19,5,1,22.2,0,0,21,20,100,SYNTHETIC,26.9,1,0.2,Saturday
Route 6 - Industrial Park,7,4,0,21.6,0,0,14,83,100,SYNTHETIC,45.9,1,0.83,Friday
Route 2 - Airport Link,23,3,0,20.2,1,1,16,5,100,SYNTHETIC,38.4,0,0.05,Thursday
Route 6 - Industrial Park,17,0,0,10.7,1,0,40,102,100,SYNTHETIC,45.9,1,1.02,Monday
Route 1 - City Centre Express,17,2,0,22.1,1,0,47,109,100,SYNTHETIC,55.2,1,1.09,Wednesday
Route 4 - North Suburbs,7,5,1,15.8,0,0,4,20,100,SYNTHETIC,30.0,1,0.2,Saturday
Route 10 - West Ring,20,6,1,12.1,0,0,20,9,100,SYNTHETIC,26.9,0,0.09,Sunday
Route 3 - University Shuttle,6,3,0,30.1,0,0,3,14,100,SYNTHETIC,37.7,0,0.14,Thursday
Route 9 - East Corridor,9,5,1,37.4,0,0,30,27,100,SYNTHETIC,35.6,1,0.27,Saturday
Route 6 - Industrial Park,8,5,1,35.5,0,0,13,17,100,SYNTHETIC,45.9,1,0.17,Saturday
Route 7 - Hospital Line,18,0,0,25.2,0,0,57,53,100,SYNTHETIC,37.7,1,0.53,Monday
Route 8 - Beach/Leisure,8,4,0,17.9,0,0,25,24,100,SYNTHETIC,27.1,1,0.24,Friday
Route 6 - Industrial Park,20,4,0,19.4,0,0,82,29,100,SYNTHETIC,45.9,0,0.29,Friday
Route 1 - City Centre Express,17,3,0,23.2,0,0,43,107,100,SYNTHETIC,55.2,1,1.07,Thursday
Route 10 - West Ring,6,5,1,16.6,1,0,0,3,100,SYNTHETIC,26.9,0,0.03,Saturday
Route 5 - South Connector,1,6,1,30.6,0,0,0,4,100,SYNTHETIC,24.6,0,0.04,Sunday
Route 7 - Hospital Line,7,3,0,3.7,1,1,18,84,100,SYNTHETIC,37.7,1,0.84,Thursday
Route 6 - Industrial Park,16,2,0,17.6,1,0,30,43,100,SYNTHETIC,45.9,0,0.43,Wednesday
Route 7 - Hospital Line,18,6,1,26.4,0,0,39,39,100,SYNTHETIC,37.7,1,0.39,Sunday
Route 4 - North Suburbs,9,6,1,13.2,0,0,32,20,100,SYNTHETIC,30.0,1,0.2,Sunday
Route 9 - East Corridor,19,4,0,18.1,1,0,75,50,100,SYNTHETIC,35.6,1,0.5,Friday
Route 3 - University Shuttle,7,4,0,24.7,1,0,12,93,100,SYNTHETIC,37.7,1,0.93,Friday
Route 7 - Hospital Line,18,0,0,32.1,0,0,61,57,100,SYNTHETIC,37.7,1,0.57,Monday
Route 6 - Industrial Park,20,2,0,9.6,1,1,125,40,100,SYNTHETIC,45.9,0,0.4,Wednesday
Route 6 - Industrial Park,18,1,0,9.1,1,0,95,84,100,SYNTHETIC,45.9,1,0.84,Tuesday
Route 1 - City Centre Express,17,3,0,12.4,0,0,45,91,100,SYNTHETIC,55.2,1,0.91,Thursday
Route 4 - North Suburbs,19,5,1,7.7,0,0,25,20,100,SYNTHETIC,30.0,1,0.2,Saturday
Route 1 - City Centre Express,6,1,0,8.3,0,0,4,18,100,SYNTHETIC,55.2,0,0.18,Tuesday
Route 6 - Industrial Park,8,6,1,12.2,0,0,9,14,100,SYNTHETIC,45.9,1,0.14,Sunday
Route 7 - Hospital Line,8,0,0,29.9,0,0,50,73,100,SYNTHETIC,37.7,1,0.73,Monday
Route 6 - Industrial Park,14,0,0,17.5,1,0,28,29,100,SYNTHETIC,45.9,0,0.29,Monday
Route 8 - Beach/Leisure,18,6,1,20.3,0,0,57,74,100,SYNTHETIC,27.1,1,0.74,Sunday
Route 4 - North Suburbs,16,0,0,12.4,0,0,21,23,100,SYNTHETIC,30.0,0,0.23,Monday
Route 4 - North Suburbs,19,5,1,25.1,0,0,27,18,100,SYNTHETIC,30.0,1,0.18,Saturday
Route 5 - South Connector,8,5,1,35.0,0,1,30,33,100,SYNTHETIC,24.6,1,0.33,Saturday
Route 3 - University Shuttle,18,2,0,12.9,0,0,72,69,100,SYNTHETIC,37.7,1,0.69,Wednesday
Route 9 - East Corridor,8,0,0,33.8,1,0,73,64,100,SYNTHETIC,35.6,1,0.64,Monday
Route 9 - East Corridor,10,2,0,22.9,0,0,42,22,100,SYNTHETIC,35.6,0,0.22,Wednesday
Route 5 - South Connector,17,0,0,20.1,1,0,21,42,100,SYNTHETIC,24.6,1,0.42,Monday
Route 8 - Beach/Leisure,22,4,0,23.2,0,0,7,5,100,SYNTHETIC,27.1,0,0.05,Friday
Route 1 - City Centre Express,16,6,1,23.1,0,0,20,26,100,SYNTHETIC,55.2,0,0.26,Sunday
Route 2 - Airport Link,7,6,1,34.9,0,0,13,39,100,SYNTHETIC,38.4,1,0.39,Sunday
Route 3 - University Shuttle,16,5,1,24.2,0,0,7,8,100,SYNTHETIC,37.7,0,0.08,Saturday
Route 4 - North Suburbs,6,5,1,24.3,0,0,4,2,100,SYNTHETIC,30.0,0,0.02,Saturday
Route 3 - University Shuttle,19,6,1,16.6,0,0,15,11,100,SYNTHETIC,37.7,1,0.11,Sunday
Route 6 - Industrial Park,17,5,1,26.7,0,0,4,8,100,SYNTHETIC,45.9,1,0.08,Saturday
Route 8 - Beach/Leisure,8,4,0,12.3,1,0,30,31,100,SYNTHETIC,27.1,1,0.31,Friday
Route 5 - South Connector,7,6,1,20.9,0,1,0,26,100,SYNTHETIC,24.6,1,0.26,Sunday
Route 5 - South Connector,8,2,0,42.0,1,0,40,41,100,SYNTHETIC,24.6,1,0.41,Wednesday
Route 1 - City Centre Express,22,2,0,-0.0,1,1,35,14,100,SYNTHETIC,55.2,0,0.14,Wednesday
Route 3 - University Shuttle,13,6,1,21.9,1,0,11,5,100,SYNTHETIC,37.7,0,0.05,Sunday
Route 9 - East Corridor,18,2,0,22.2,0,0,51,64,100,SYNTHETIC,35.6,1,0.64,Wednesday
Route 9 - East Corridor,16,2,0,18.2,1,0,24,34,100,SYNTHETIC,35.6,0,0.34,Wednesday
Route 2 - Airport Link,15,1,0,18.4,0,1,32,40,100,SYNTHETIC,38.4,0,0.4,Tuesday
Route 1 - City Centre Express,8,1,0,20.7,0,0,73,114,100,SYNTHETIC,55.2,1,1.14,Tuesday
Route 9 - East Corridor,21,4,0,18.0,0,0,22,16,100,SYNTHETIC,35.6,0,0.16,Friday
Route 2 - Airport Link,10,6,1,21.8,0,0,43,19,100,SYNTHETIC,38.4,0,0.19,Sunday
Route 6 - Industrial Park,15,0,0,16.1,0,0,31,27,100,SYNTHETIC,45.9,0,0.27,Monday
Route 9 - East Corridor,17,4,0,36.2,0,0,26,68,100,SYNTHETIC,35.6,1,0.68,Friday
Route 8 - Beach/Leisure,17,5,1,18.0,0,0,30,71,100,SYNTHETIC,27.1,1,0.71,Saturday
Route 6 - Industrial Park,21,6,1,24.6,0,0,4,5,100,SYNTHETIC,45.9,0,0.05,Sunday
Route 4 - North Suburbs,8,5,1,14.6,0,1,39,48,100,SYNTHETIC,30.0,1,0.48,Saturday
Route 8 - Beach/Leisure,14,1,0,27.5,0,0,18,15,100,SYNTHETIC,27.1,0,0.15,Tuesday
Route 7 - Hospital Line,12,3,0,25.9,0,0,24,28,100,SYNTHETIC,37.7,0,0.28,Thursday
Route 9 - East Corridor,13,6,1,23.4,0,0,16,12,100,SYNTHETIC,35.6,0,0.12,Sunday
Route 6 - Industrial Park,7,6,1,11.8,1,1,0,25,100,SYNTHETIC,45.9,1,0.25,Sunday
Route 10 - West Ring,8,4,0,14.0,1,0,50,52,100,SYNTHETIC,26.9,1,0.52,Friday
Route 8 - Beach/Leisure,10,6,1,33.5,1,0,34,23,100,SYNTHETIC,27.1,0,0.23,Sunday
Route 1 - City Centre Express,10,4,0,13.9,1,0,86,27,100,SYNTHETIC,55.2,0,0.27,Friday
Route 3 - University Shuttle,13,0,0,25.1,1,0,25,22,100,SYNTHETIC,37.7,0,0.22,Monday
Route 8 - Beach/Leisure,16,6,1,12.4,0,0,21,33,100,SYNTHETIC,27.1,0,0.33,Sunday
Route 2 - Airport Link,16,1,0,28.1,0,0,27,35,100,SYNTHETIC,38.4,0,0.35,Tuesday
Route 8 - Beach/Leisure,12,2,0,14.5,0,0,16,15,100,SYNTHETIC,27.1,0,0.15,Wednesday
Route 4 - North Suburbs,12,1,0,12.3,0,0,21,22,100,SYNTHETIC,30.0,0,0.22,Tuesday
Route 3 - University Shuttle,9,5,1,14.3,0,0,21,8,100,SYNTHETIC,37.7,1,0.08,Saturday
Route 6 - Industrial Park,16,0,0,15.6,1,0,28,39,100,SYNTHETIC,45.9,0,0.39,Monday
Route 10 - West Ring,10,4,0,23.2,0,0,35,13,100,SYNTHETIC,26.9,0,0.13,Friday
Route 9 - East Corridor,6,6,1,20.6,0,0,0,5,100,SYNTHETIC,35.6,0,0.05,Sunday
Route 5 - South Connector,12,5,1,11.2,0,0,11,12,100,SYNTHETIC,24.6,0,0.12,Saturday
Route 1 - City Centre Express,13,2,0,19.8,0,0,37,34,100,SYNTHETIC,55.2,0,0.34,Wednesday
Route 9 - East Corridor,9,6,1,10.9,0,0,44,28,100,SYNTHETIC,35.6,1,0.28,Sunday
Route 9 - East Corridor,15,2,0,25.1,1,0,26,26,100,SYNTHETIC,35.6,0,0.26,Wednesday
