Unique ID,Datetime,Stop Name,Remote Unit,Line,Connecting Lines,Daytime Routes,North Direction Label,South Direction Label,Division,Structure,Borough,Neighborhood,Latitude,Longitude,Entries,Exits
330,2017-02-04 04:00:00,Hewes St,R352,Jamaica,JM,JM,Jamaica - Middle Village,Manhattan,BMT,Elevated,Bk,Greenpoint/Williamsburg,40.70687,-73.95343100000001,53.0,48.0
332,2017-02-04 04:00:00,Houston St,R290,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.728251,-74.005367,202.0,96.0
333,2017-02-04 04:00:00,Howard Beach - JFK Airport,R414,Rockaway,A,A,Manhattan,Rockaways,IND,At Grade,Q,Queens Village,40.660476,-73.830301,106.0,26.0
334,2017-02-04 04:00:00,Howard Beach - JFK Airport,R535,Rockaway,A,A,Manhattan,Rockaways,IND,At Grade,Q,Queens Village,40.660476,-73.830301,94.0,240.0
338,2017-02-04 04:00:00,Hunters Point Av,R134,Flushing,7,7,Flushing,Manhattan,IRT,Subway,Q,Woodside/Sunnyside,40.742216,-73.948916,237.0,314.0
339,2017-02-04 04:00:00,Hunts Point Av,R146,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.820948,-73.890549,544.0,320.0
340,2017-02-04 04:00:00,Intervale Av,R407,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Hunts Point/Longwood,40.822181,-73.896736,165.0,122.0
341,2017-02-04 04:00:00,Inwood - 207 St,R173,8th Av - Fulton St,A,A,,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.868072,-73.919899,288.0,214.0
342,2017-02-04 04:00:00,Jackson Av,R405,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Hunts Point/Longwood,40.81649,-73.90780699999999,279.0,24.0
345,2017-02-04 04:00:00,Jamaica - Van Wyck,R342,Queens - Archer,E,E,Jamaica Center,Manhattan,IND,Subway,Q,Kew Gardens/Woodhaven,40.702566,-73.816859,287.0,191.0
347,2017-02-04 04:00:00,Jamaica Center - Parsons/Archer,R536,Queens - Archer,E,EJZ,,Manhattan,IND,Subway,Q,Jamaica/Hollis,40.702147,-73.801109,515.0,327.0
353,2017-02-04 04:00:00,Kings Hwy,R130,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Bensonhurst,40.603217,-73.97236099999999,6.0,8.0
355,2017-02-04 04:00:00,Kings Hwy,R395,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.603923,-73.98035300000001,61.0,83.0
356,2017-02-04 04:00:00,Kingsbridge Rd,R155,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Riverdale/Fieldston,40.866978,-73.893509,557.0,356.0
357,2017-02-04 04:00:00,Kingsbridge Rd,R161,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.86776,-73.89717399999999,541.0,185.0
360,2017-02-04 04:00:00,Knickerbocker Av,R413,Myrtle Av,M,M,Manhattan,Metropolitan Av,BMT,Elevated,Bk,Bushwick,40.698664,-73.91971099999999,78.0,71.0
361,2017-02-04 04:00:00,Kosciuszko St,R379,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Bk,Bushwick,40.693342,-73.928814,193.0,91.0
362,2017-02-04 04:00:00,Lafayette Av,R283,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,Fort Greene/Brooklyn Heights,40.686113,-73.973946,115.0,72.0
365,2017-02-04 04:00:00,Liberty Av,R440,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,East New York/Starrett City,40.674542,-73.896548,92.0,57.0
366,2017-02-04 04:00:00,Livonia Av,R350,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Elevated,Bk,Brownsville,40.664038,-73.900571,176.0,85.0
367,2017-02-04 04:00:00,Longwood Av,R450,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.816104,-73.896435,200.0,192.0
369,2017-02-04 04:00:00,Lorimer St,R353,Jamaica,JM,JM,Jamaica - Middle Village,Manhattan,BMT,Elevated,Bk,Greenpoint/Williamsburg,40.703869,-73.947408,116.0,64.0
371,2017-02-04 04:00:00,Marcy Av,R460,Jamaica,JMZ,JMZ,Jamaica - Middle Village,Manhattan,BMT,Elevated,Bk,Greenpoint/Williamsburg,40.708359,-73.957757,306.0,264.0
373,2017-02-04 04:00:00,Mets - Willets Point,R328,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Elmhurst/Corona,40.754622,-73.845625,54.0,74.0
375,2017-02-04 04:00:00,Middletown Rd,R427,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Throgs Neck/Co-op City,40.843863,-73.836322,80.0,69.0
378,2017-02-04 04:00:00,Morris Park,R329,Dyre Av,5,5,Eastchester - Dyre Av,Manhattan,IRT,Open Cut,Bx,Morris Park/Bronxdale,40.854364,-73.860495,76.0,35.0
380,2017-02-04 04:00:00,Mosholu Pkwy,R133,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Kingsbridge Heights/Bedford,40.87975,-73.88465500000001,451.0,80.0
382,2017-02-04 04:00:00,Myrtle - Willoughby Avs,R286,Crosstown,G,G,Queens,Church Av,IND,Subway,Bk,Bedford Stuyvesant,40.694568,-73.949046,161.0,140.0
384,2017-02-04 04:00:00,Myrtle Av,R378,Jamaica,JMZ,JMZ,Jamaica - Middle Village,Manhattan,BMT,Elevated,Bk,Bushwick,40.697207,-73.93565699999999,388.0,370.0
386,2017-02-04 04:00:00,Neptune Av,R426,6th Av - Culver,F,F,Manhattan,Stillwell Av,IND,Elevated,Bk,Coney Island,40.581011,-73.974574,3.0,3.0
387,2017-02-04 04:00:00,Nereid Av,R444,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.898379,-73.854376,188.0,40.0
390,2017-02-04 04:00:00,New Lots Av,R375,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Elevated,Bk,Brownsville,40.658733000000005,-73.899232,360.0,242.0
391,2017-02-04 04:00:00,Newkirk Av,R135,Nostrand,25,25,Manhattan,Flatbush,IRT,Subway,Bk,East Flatbush,40.639967,-73.948411,426.0,148.0
392,2017-02-04 04:00:00,Newkirk Plaza,R149,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.635082,-73.962793,352.0,291.0
393,2017-02-04 04:00:00,Northern Blvd,R298,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Woodside/Sunnyside,40.752885,-73.906006,199.0,150.0
394,2017-02-04 04:00:00,Norwood - 205 St,R157,Concourse,D,D,,Manhattan,IND,Subway,Bx,Kingsbridge Heights/Bedford,40.874811,-73.878855,558.0,356.0
395,2017-02-04 04:00:00,Norwood Av,R436,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Bk,East New York/Starrett City,40.68141,-73.880039,267.0,136.0
401,2017-02-04 04:00:00,Park Pl,R411,Franklin Shuttle,S,S,Franklin Av,Prospect Park,BMT,Open Cut,Bk,Crown Heights/Prospect Heights,40.674772,-73.957624,45.0,68.0
402,2017-02-04 04:00:00,Parkchester,R222,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Parkchester/Soundview,40.833226,-73.860816,890.0,644.0
403,2017-02-04 04:00:00,Parkside Av,R148,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,South Crown Heights/Lefferts Gardens,40.655292,-73.961495,194.0,214.0
406,2017-02-04 04:00:00,Pelham Pkwy,R361,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Morris Park/Bronxdale,40.857192,-73.867615,431.0,194.0
407,2017-02-04 04:00:00,Pelham Pkwy,R430,Dyre Av,5,5,Eastchester - Dyre Av,Manhattan,IRT,Open Cut,Bx,Morris Park/Bronxdale,40.858985,-73.85535899999999,62.0,49.0
412,2017-02-04 04:00:00,Prospect Av,R406,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Hunts Point/Longwood,40.819585,-73.90177,342.0,74.0
414,2017-02-04 04:00:00,Queens Plaza,R140,Queens Blvd,EMR,EMR,Forest Hills - Jamaica,Manhattan,IND,Subway,Q,Astoria,40.748973,-73.93724300000001,177.0,327.0
416,2017-02-04 04:00:00,Ralph Av,R438,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,Bedford Stuyvesant,40.678822,-73.92078599999999,249.0,154.0
420,2017-02-04 04:00:00,Rockaway Av,R439,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,Brownsville,40.678340000000006,-73.911946,219.0,135.0
421,2017-02-04 04:00:00,Rockaway Blvd,R385,Liberty Av,A,A,Manhattan,Lefferts - Rockaways,IND,Elevated,Q,South Ozone Park/Howard Beach,40.680429,-73.843853,410.0,126.0
422,2017-02-04 04:00:00,Rockaway Park - Beach 116 St,R419,Rockaway,AS,AS,Manhattan,,IND,At Grade,Q,Rockaway/Broad Channel,40.580903,-73.835592,28.0,42.0
425,2017-02-04 04:00:00,Seneca Av,R402,Myrtle Av,M,M,Manhattan,Metropolitan Av,BMT,Elevated,Q,Ridgewood/Maspeth,40.702762,-73.90774,81.0,75.0
426,2017-02-04 04:00:00,Sheepshead Bay,R136,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Sheepshead Bay,40.586896,-73.954155,411.0,290.0
427,2017-02-04 04:00:00,Shepherd Av,R442,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,East New York/Starrett City,40.67413,-73.88075,189.0,86.0
428,2017-02-04 04:00:00,Simpson St,R408,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Hunts Point/Longwood,40.824073,-73.893064,395.0,54.0
430,2017-02-04 04:00:00,South Ferry,R001,Broadway - 7Av,R1,1,Uptown Bronx,,IRT,Subway,M,Financial District,40.702068,-74.013664,362.0,141.0
436,2017-02-04 04:00:00,Sutphin Blvd,R128,Queens Blvd,F,F,179 St,Manhattan,IND,Subway,Q,Hillcrest/Fresh Meadows,40.70546,-73.81070799999999,178.0,129.0
438,2017-02-04 04:00:00,Sutter Av,R349,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Elevated,Bk,Brownsville,40.669367,-73.901975,252.0,172.0
444,2017-02-04 04:00:00,Tremont Av,R154,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Fordham/University Heights,40.85041,-73.905227,670.0,314.0
446,2017-02-04 04:00:00,Utica Av,R153,8th Av - Fulton St,AC,AC,Manhattan,Euclid - Lefferts - Rockaways,IND,Subway,Bk,Crown Heights/Prospect Heights,40.679364,-73.930729,556.0,438.0
449,2017-02-04 04:00:00,Van Siclen Av,R434,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Bk,East New York/Starrett City,40.678024,-73.891688,180.0,116.0
450,2017-02-04 04:00:00,Van Siclen Av,R441,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,East New York/Starrett City,40.67271,-73.89035799999999,164.0,154.0
452,2017-02-04 04:00:00,W 4 St,R138,"8th Av - Fulton St, 6th Av - Culver",ABCDEFM,ACEBDFM,Uptown - Queens Uptown - Queens,Downtown Brooklyn Downtown Brooklyn,IND,Subway,M,Financial District,40.732338,-74.000495,1721.0,745.0
454,2017-02-04 04:00:00,Wakefield - 241 St,R145,Lenox - White Plains Rd,2,2,,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.903125,-73.85061999999999,374.0,292.0
456,2017-02-04 04:00:00,Wall St,R043,Lexington Av,45,45,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.707557,-74.011862,16.0,15.0
457,2017-02-04 04:00:00,West Farms Sq - E Tremont Av,R387,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Morrisania/Crotona,40.840295000000005,-73.880049,390.0,198.0
459,2017-02-04 04:00:00,Whitehall St,R001,Broadway,R1,RW,Uptown Queens,Brooklyn,BMT,Subway,M,Financial District,40.703087,-74.01299399999999,469.0,395.0
462,2017-02-04 04:00:00,Winthrop St,R451,Nostrand,25,25,Manhattan,Flatbush,IRT,Subway,Bk,South Crown Heights/Lefferts Gardens,40.656652,-73.9502,174.0,41.0
464,2017-02-04 04:00:00,Woodhaven Blvd,R201,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Elmhurst/Corona,40.733106,-73.869229,712.0,265.0
466,2017-02-04 04:00:00,Woodside - 61 St,R147,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.74563,-73.902984,705.0,704.0
467,2017-02-04 04:00:00,York St,R301,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Subway,Bk,Fort Greene/Brooklyn Heights,40.701397,-73.986751,102.0,165.0
468,2017-02-04 04:00:00,Zerega Av,R326,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Parkchester/Soundview,40.836488,-73.847036,137.0,103.0
0,2017-02-04 08:00:00,1 Av,R248,Canarsie,L,L,8 Av,Brooklyn,BMT,Subway,M,Lower East Side/Chinatown,40.730953,-73.981628,1205.0,1605.0
1,2017-02-04 08:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,1284.0,900.0
2,2017-02-04 08:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,1324.0,450.0
3,2017-02-04 08:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,431.0,158.0
4,2017-02-04 08:00:00,103 St - Corona Plaza,R208,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.749865,-73.8627,4629.0,1004.0
5,2017-02-04 08:00:00,104 St,R007,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.695178000000006,-73.84433,272.0,51.0
6,2017-02-04 08:00:00,104 St,R354,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,Kew Gardens/Woodhaven,40.681711,-73.837683,242.0,31.0
7,2017-02-04 08:00:00,110 St,R181,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.79502,-73.94425,1514.0,864.0
8,2017-02-04 08:00:00,111 St,R008,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.697418,-73.836345,347.0,100.0
9,2017-02-04 08:00:00,111 St,R310,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.75173,-73.855334,2611.0,475.0
10,2017-02-04 08:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park/Howard Beach,40.684331,-73.832163,312.0,26.0
11,2017-02-04 08:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.94161700000001,1681.0,832.0
12,2017-02-04 08:00:00,116 St,R324,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.802098,-73.949625,1111.0,393.0
13,2017-02-04 08:00:00,116 St,R333,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.805085,-73.954882,467.0,232.0
14,2017-02-04 08:00:00,116 St - Columbia University,R159,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.807722,-73.96410999999999,628.0,658.0
15,2017-02-04 08:00:00,125 St,R034,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Elevated,M,Morningside Heights/Hamilton,40.815581,-73.958372,785.0,514.0
16,2017-02-04 08:00:00,125 St,R102,8th Av - Fulton St,ACBD,ABCD,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.811109,-73.952343,2754.0,2303.0
17,2017-02-04 08:00:00,125 St,R132,Lexington Av,456,456,Bronx,Downtown Brooklyn,IRT,Subway,M,East Harlem,40.804138,-73.93759399999999,2084.0,2068.0
18,2017-02-04 08:00:00,125 St,R205,Lenox - White Plains Rd,245,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.807754,-73.945495,306.0,143.0
19,2017-02-04 08:00:00,125 St,R206,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.807754,-73.945495,751.0,412.0
20,2017-02-04 08:00:00,135 St,R207,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.814229,-73.94077,1902.0,452.0
21,2017-02-04 08:00:00,135 St,R332,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.817894,-73.947649,426.0,361.0
22,2017-02-04 08:00:00,137 St - City College,R169,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.822008,-73.953676,1633.0,674.0
23,2017-02-04 08:00:00,138 St - Grand Concourse,R307,Jerome Av,45,45,Woodlawn - Eastchester Dyre Av,Manhattan,IRT,Subway,Bx,Highbridge/Concourse,40.813224,-73.929849,369.0,354.0
24,2017-02-04 08:00:00,14 St,R105,Broadway - 7Av,123FLM,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.737826,-74.000201,1045.0,1902.0
25,2017-02-04 08:00:00,14 St,R163,6th Av - Culver,FLM123,FM,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.738228,-73.996209,308.0,916.0
26,2017-02-04 08:00:00,14 St,R175,8th Av - Fulton St,ACEL,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.740893,-74.00169,433.0,1178.0
27,2017-02-04 08:00:00,14 St - Union Sq,R170,"Broadway - Brighton, Canarsie",456LNQR,NQRWL,Uptown Queens 8 Av,Downtown Brooklyn Brooklyn,BMT,Subway,M,Financial District,40.7352625,-73.990649,411.0,2307.0
28,2017-02-04 08:00:00,14 St - Union Sq,R170,"Broadway - Brighton, Canarsie",LNQR456,NQRWL,Uptown Queens 8 Av,Downtown Brooklyn Brooklyn,BMT,Subway,M,Financial District,40.7352625,-73.990649,849.0,3200.0
29,2017-02-04 08:00:00,14 St - Union Sq,R170,"Broadway - Brighton, Canarsie",LNRQ456,NQRWL,Uptown Queens 8 Av,Downtown Brooklyn Brooklyn,BMT,Subway,M,Financial District,40.7352625,-73.990649,749.0,923.0
30,2017-02-04 08:00:00,14 St - Union Sq,R170,Lexington Av,LNQR456,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.734673,-73.989951,1370.0,2454.0
31,2017-02-04 08:00:00,145 St,R101,"8th Av - Fulton St, Concourse",ABCD,ACBD,Uptown Bronx Uptown Bronx,Downtown Brooklyn Downtown Brooklyn,IND,Subway,M,Morningside Heights/Hamilton,40.824783,-73.944216,3066.0,1692.0
32,2017-02-04 08:00:00,145 St,R273,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.826551,-73.95036,1527.0,541.0
33,2017-02-04 08:00:00,145 St,R344,Lenox - White Plains Rd,3,3,148 St,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.820421,-73.936245,430.0,12.0
34,2017-02-04 08:00:00,149 St - Grand Concourse,R205,"Jerome Av, Lenox - White Plains Rd",245,425,Woodlawn Wakefield - Eastchester,Manhattan Manhattan,IRT,Subway,Bx,Highbridge/Concourse,40.8183925,-73.9270345,882.0,1167.0
35,2017-02-04 08:00:00,155 St,R315,Concourse,BD,BD,Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.830135,-73.938209,567.0,150.0
36,2017-02-04 08:00:00,155 St,R331,8th Av - Fulton St,C,C,Uptown,Downtown Brooklyn,IND,Subway,M,Morningside Heights/Hamilton,40.830518,-73.941514,382.0,109.0
37,2017-02-04 08:00:00,157 St,R193,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.834041,-73.94489,1530.0,452.0
38,2017-02-04 08:00:00,163 St - Amsterdam Av,R296,8th Av - Fulton St,C,C,Uptown,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.836013,-73.939892,497.0,87.0
39,2017-02-04 08:00:00,167 St,R104,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Highbridge/Concourse,40.833771,-73.91844,1572.0,368.0
40,2017-02-04 08:00:00,167 St,R221,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Highbridge/Concourse,40.835537,-73.9214,1352.0,507.0
41,2017-02-04 08:00:00,168 St,R035,8th Av - Fulton St,1AC,AC,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.840719,-73.939561,833.0,101.0
42,2017-02-04 08:00:00,168 St,R035,8th Av - Fulton St,AC1,AC,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.840719,-73.939561,763.0,350.0
43,2017-02-04 08:00:00,168 St - Washington Hts,R035,Broadway - 7Av,1AC,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.840556,-73.94013299999999,985.0,1386.0
44,2017-02-04 08:00:00,169 St,R115,Queens Blvd,F,F,179 St,Manhattan,IND,Subway,Q,Hillcrest/Fresh Meadows,40.71047,-73.793604,1171.0,461.0
45,2017-02-04 08:00:00,170 St,R243,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Highbridge/Concourse,40.840075,-73.91779100000001,1224.0,583.0
46,2017-02-04 08:00:00,170 St,R443,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Highbridge/Concourse,40.839306,-73.9134,1244.0,253.0
47,2017-02-04 08:00:00,174 St,R386,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Morrisania/Crotona,40.837288,-73.887734,798.0,364.0
48,2017-02-04 08:00:00,174-175 Sts,R253,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Fordham/University Heights,40.8459,-73.910136,987.0,141.0
49,2017-02-04 08:00:00,175 St,R126,8th Av - Fulton St,A,A,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.847391,-73.939704,1726.0,506.0
50,2017-02-04 08:00:00,176 St,R309,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Fordham/University Heights,40.84848,-73.911794,886.0,272.0
51,2017-02-04 08:00:00,18 Av,R242,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.629755,-73.97697099999999,2.0,0.0
52,2017-02-04 08:00:00,18 Av,R372,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.607954,-74.001736,1182.0,126.0
53,2017-02-04 08:00:00,18 Av,R392,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.620671,-73.990414,330.0,140.0
54,2017-02-04 08:00:00,18 St,R321,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.741040000000005,-73.99787099999999,143.0,212.0
55,2017-02-04 08:00:00,181 St,R174,8th Av - Fulton St,A,A,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.851695,-73.937969,1300.0,382.0
56,2017-02-04 08:00:00,181 St,R260,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.849505,-73.933596,1729.0,1002.0
57,2017-02-04 08:00:00,182-183 Sts,R237,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Fordham/University Heights,40.856093,-73.900741,988.0,201.0
58,2017-02-04 08:00:00,183 St,R275,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Fordham/University Heights,40.858407,-73.903879,1058.0,190.0
59,2017-02-04 08:00:00,190 St,R280,8th Av - Fulton St,A,A,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.859022,-73.93418,573.0,78.0
60,2017-02-04 08:00:00,191 St,R274,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.855225,-73.929412,1244.0,572.0
61,2017-02-04 08:00:00,2 Av,R300,6th Av - Culver,F,F,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Lower East Side/Chinatown,40.723402,-73.989938,934.0,1449.0
62,2017-02-04 08:00:00,20 Av,R373,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.604556,-73.998168,936.0,112.0
63,2017-02-04 08:00:00,20 Av,R393,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.61741,-73.985026,160.0,25.0
64,2017-02-04 08:00:00,207 St,R037,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Elevated,M,Washington Heights/Inwood,40.864621,-73.91882199999999,979.0,309.0
65,2017-02-04 08:00:00,21 St,R360,Crosstown,G,G,Court Sq,Brooklyn,IND,Subway,Q,Woodside/Sunnyside,40.744065,-73.949724,119.0,192.0
66,2017-02-04 08:00:00,21 St - Queensbridge,R303,63rd St,F,F,Jamaica,Manhattan,IND,Subway,Q,Astoria,40.754203,-73.942836,1260.0,755.0
67,2017-02-04 08:00:00,215 St,R038,Broadway - 7Av,1,1,Bronx,Downtown,IRT,Elevated,M,Washington Heights/Inwood,40.869444,-73.915279,224.0,65.0
68,2017-02-04 08:00:00,219 St,R365,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.883895,-73.862633,463.0,93.0
69,2017-02-04 08:00:00,225 St,R366,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.888022,-73.860341,620.0,114.0
70,2017-02-04 08:00:00,23 St,R083,Broadway - Brighton,NR,RW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.741303,-73.98934399999999,1742.0,866.0
71,2017-02-04 08:00:00,23 St,R111,8th Av - Fulton St,CE,CE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.745906,-73.998041,997.0,1526.0
72,2017-02-04 08:00:00,23 St,R131,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.739864,-73.986599,750.0,2205.0
73,2017-02-04 08:00:00,23 St,R190,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.744081,-73.995657,388.0,497.0
