Date,Hour,Station,Entries,Exits
2022-01-01,22,Yuanshan,156,158
2022-01-01,22,Zhishan,126,130
2022-01-01,22,Daqiaotou,130,133
2022-01-01,22,Wanlong,155,149
2022-01-01,22,Jingmei,136,124
2022-01-01,22,Qizhang,101,76
2022-01-01,22,Xindian District Office,117,99
2022-01-01,22,Nangang Exhibition Center,217,226
2022-01-01,22,Taipei Zoo,108,99
2022-01-01,23,Taipei Main Station,415,421
2022-01-01,23,Zhongxiao Fuxing,304,233
2022-01-01,23,Ximen,279,269
2022-01-01,23,Banqiao,249,203
2022-01-01,23,Taipei City Hall,214,217
2022-01-01,23,Nanjing Fuxing,201,180
2022-01-01,23,Guting,196,169
2022-01-01,23,Dongmen,188,155
2022-01-01,23,Da'an,141,120
2022-01-01,23,Zhongshan,132,125
2022-01-01,23,Shilin,141,114
2022-01-01,23,Gongguan,123,106
2022-01-01,23,Yongning,102,95
2022-01-01,23,Nangang,108,122
2022-01-01,23,Songshan Airport,107,106
2022-01-01,23,Jiantan,100,89
2022-01-01,23,Xindian,104,94
2022-01-01,23,Muzha,93,73
2022-01-01,23,Beitou,71,72
2022-01-01,23,Tamsui,72,84
2022-01-01,23,Xiaobitan,32,38
2022-01-01,23,Yuanshan,67,51
2022-01-01,23,Zhishan,46,50
2022-01-01,23,Daqiaotou,53,47
2022-01-01,23,Wanlong,59,60
2022-01-01,23,Jingmei,54,67
2022-01-01,23,Qizhang,36,44
2022-01-01,23,Xindian District Office,60,41
2022-01-01,23,Nangang Exhibition Center,88,84
2022-01-01,23,Taipei Zoo,56,46
2022-01-02,0,Taipei Main Station,270,276
2022-01-02,0,Zhongxiao Fuxing,199,182
2022-01-02,0,Ximen,142,149
2022-01-02,0,Banqiao,146,132
2022-01-02,0,Taipei City Hall,148,131
2022-01-02,0,Nanjing Fuxing,99,118
2022-01-02,0,Guting,115,86
2022-01-02,0,Dongmen,103,106
2022-01-02,0,Da'an,91,73
2022-01-02,0,Zhongshan,77,77
2022-01-02,0,Shilin,87,69
2022-01-02,0,Gongguan,78,74
2022-01-02,0,Yongning,69,63
2022-01-02,0,Nangang,73,55
2022-01-02,0,Songshan Airport,54,51
2022-01-02,0,Jiantan,41,57
2022-01-02,0,Xindian,55,68
2022-01-02,0,Muzha,53,40
2022-01-02,0,Beitou,30,31
2022-01-02,0,Tamsui,42,43
2022-01-02,0,Xiaobitan,25,27
2022-01-02,0,Yuanshan,33,38
2022-01-02,0,Zhishan,25,31
2022-01-02,0,Daqiaotou,36,32
2022-01-02,0,Wanlong,38,42
2022-01-02,0,Jingmei,33,42
2022-01-02,0,Qizhang,21,20
2022-01-02,0,Xindian District Office,39,32
2022-01-02,0,Nangang Exhibition Center,61,38
2022-01-02,0,Taipei Zoo,26,37
2022-01-02,1,Taipei Main Station,151,131
2022-01-02,1,Zhongxiao Fuxing,90,85
2022-01-02,1,Ximen,96,99
2022-01-02,1,Banqiao,79,68
2022-01-02,1,Taipei City Hall,80,57
2022-01-02,1,Nanjing Fuxing,60,59
2022-01-02,1,Guting,54,49
2022-01-02,1,Dongmen,51,41
2022-01-02,1,Da'an,42,52
2022-01-02,1,Zhongshan,37,42
2022-01-02,1,Shilin,32,25
2022-01-02,1,Gongguan,33,46
2022-01-02,1,Yongning,43,32
2022-01-02,1,Nangang,39,35
2022-01-02,1,Songshan Airport,35,32
2022-01-02,1,Jiantan,29,30
2022-01-02,1,Xindian,31,29
2022-01-02,1,Muzha,25,20
2022-01-02,1,Beitou,19,22
2022-01-02,1,Tamsui,16,27
2022-01-02,1,Xiaobitan,15,13
2022-01-02,1,Yuanshan,21,18
2022-01-02,1,Zhishan,15,11
2022-01-02,1,Daqiaotou,15,17
2022-01-02,1,Wanlong,27,21
2022-01-02,1,Jingmei,22,16
2022-01-02,1,Qizhang,9,6
2022-01-02,1,Xindian District Office,13,10
2022-01-02,1,Nangang Exhibition Center,33,32
2022-01-02,1,Taipei Zoo,7,10
2022-01-02,2,Taipei Main Station,51,54
2022-01-02,2,Zhongxiao Fuxing,28,41
2022-01-02,2,Ximen,25,31
2022-01-02,2,Banqiao,24,28
2022-01-02,2,Taipei City Hall,33,28
2022-01-02,2,Nanjing Fuxing,23,23
2022-01-02,2,Guting,21,27
2022-01-02,2,Dongmen,16,14
2022-01-02,2,Da'an,19,13
2022-01-02,2,Zhongshan,14,12
2022-01-02,2,Shilin,15,15
2022-01-02,2,Gongguan,14,18
2022-01-02,2,Yongning,16,13
2022-01-02,2,Nangang,14,14
2022-01-02,2,Songshan Airport,9,8
2022-01-02,2,Jiantan,10,9
2022-01-02,2,Xindian,7,16
2022-01-02,2,Muzha,11,10
2022-01-02,2,Beitou,13,6
2022-01-02,2,Tamsui,12,17
2022-01-02,2,Xiaobitan,4,1
2022-01-02,2,Yuanshan,9,7
2022-01-02,2,Zhishan,5,6
2022-01-02,2,Daqiaotou,12,6
2022-01-02,2,Wanlong,6,6
2022-01-02,2,Jingmei,3,4
2022-01-02,2,Qizhang,2,6
2022-01-02,2,Xindian District Office,7,7
2022-01-02,2,Nangang Exhibition Center,8,7
2022-01-02,2,Taipei Zoo,4,0
2022-01-02,3,Taipei Main Station,32,39
2022-01-02,3,Zhongxiao Fuxing,23,26
2022-01-02,3,Ximen,15,17
2022-01-02,3,Banqiao,22,19
2022-01-02,3,Taipei City Hall,17,20
2022-01-02,3,Nanjing Fuxing,10,18
2022-01-02,3,Guting,17,20
2022-01-02,3,Dongmen,17,11
2022-01-02,3,Da'an,8,14
2022-01-02,3,Zhongshan,8,5
2022-01-02,3,Shilin,11,13
2022-01-02,3,Gongguan,4,9
2022-01-02,3,Yongning,11,11
2022-01-02,3,Nangang,7,5
2022-01-02,3,Songshan Airport,3,8
2022-01-02,3,Jiantan,8,5
2022-01-02,3,Xindian,4,5
2022-01-02,3,Muzha,4,9
2022-01-02,3,Beitou,7,4
2022-01-02,3,Tamsui,4,9
2022-01-02,3,Xiaobitan,2,2
2022-01-02,3,Yuanshan,4,5
2022-01-02,3,Zhishan,3,2
2022-01-02,3,Daqiaotou,6,4
2022-01-02,3,Wanlong,5,3
2022-01-02,3,Jingmei,12,4
2022-01-02,3,Qizhang,5,3
2022-01-02,3,Xindian District Office,4,0
2022-01-02,3,Nangang Exhibition Center,9,8
2022-01-02,3,Taipei Zoo,4,4
2022-01-02,4,Taipei Main Station,73,50
2022-01-02,4,Zhongxiao Fuxing,29,27
2022-01-02,4,Ximen,24,25
2022-01-02,4,Banqiao,37,31
2022-01-02,4,Taipei City Hall,22,27
2022-01-02,4,Nanjing Fuxing,28,20
2022-01-02,4,Guting,14,19
2022-01-02,4,Dongmen,19,13
2022-01-02,4,Da'an,12,19
2022-01-02,4,Zhongshan,12,22
2022-01-02,4,Shilin,15,11
2022-01-02,4,Gongguan,14,13
2022-01-02,4,Yongning,12,6
2022-01-02,4,Nangang,22,13
2022-01-02,4,Songshan Airport,11,12
2022-01-02,4,Jiantan,12,13
2022-01-02,4,Xindian,9,15
2022-01-02,4,Muzha,6,8
2022-01-02,4,Beitou,8,10
2022-01-02,4,Tamsui,9,9
2022-01-02,4,Xiaobitan,4,6
2022-01-02,4,Yuanshan,5,9
2022-01-02,4,Zhishan,11,7
2022-01-02,4,Daqiaotou,6,4
2022-01-02,4,Wanlong,11,9
2022-01-02,4,Jingmei,4,6
2022-01-02,4,Qizhang,7,7
2022-01-02,4,Xindian District Office,5,8
2022-01-02,4,Nangang Exhibition Center,12,16
2022-01-02,4,Taipei Zoo,4,5
2022-01-02,5,Taipei Main Station,165,166
2022-01-02,5,Zhongxiao Fuxing,118,117
2022-01-02,5,Ximen,118,90
2022-01-02,5,Banqiao,88,86
2022-01-02,5,Taipei City Hall,81,74
2022-01-02,5,Nanjing Fuxing,71,69
2022-01-02,5,Guting,79,58
2022-01-02,5,Dongmen,59,64
2022-01-02,5,Da'an,60,52
2022-01-02,5,Zhongshan,45,62
2022-01-02,5,Shilin,53,54
2022-01-02,5,Gongguan,43,52
2022-01-02,5,Yongning,43,40
2022-01-02,5,Nangang,47,45
2022-01-02,5,Songshan Airport,37,44
2022-01-02,5,Jiantan,47,36
2022-01-02,5,Xindian,34,38
2022-01-02,5,Muzha,38,21
2022-01-02,5,Beitou,29,23
2022-01-02,5,Tamsui,27,23
2022-01-02,5,Xiaobitan,17,12
2022-01-02,5,Yuanshan,22,19
2022-01-02,5,Zhishan,24,18
2022-01-02,5,Daqiaotou,17,25
2022-01-02,5,Wanlong,21,19
2022-01-02,5,Jingmei,19,21
2022-01-02,5,Qizhang,17,18
2022-01-02,5,Xindian District Office,16,21
2022-01-02,5,Nangang Exhibition Center,31,29
2022-01-02,5,Taipei Zoo,14,15
2022-01-02,6,Taipei Main Station,700,713
2022-01-02,6,Zhongxiao Fuxing,481,432
2022-01-02,6,Ximen,458,404
2022-01-02,6,Banqiao,390,356
2022-01-02,6,Taipei City Hall,388,347
2022-01-02,6,Nanjing Fuxing,330,269
2022-01-02,6,Guting,260,261
2022-01-02,6,Dongmen,237,258
2022-01-02,6,Da'an,227,190
2022-01-02,6,Zhongshan,245,214
2022-01-02,6,Shilin,231,189
2022-01-02,6,Gongguan,207,227
2022-01-02,6,Yongning,189,177
2022-01-02,6,Nangang,156,149
2022-01-02,6,Songshan Airport,184,151
2022-01-02,6,Jiantan,174,146
2022-01-02,6,Xindian,173,141
2022-01-02,6,Muzha,142,107
2022-01-02,6,Beitou,99,110
2022-01-02,6,Tamsui,115,108
2022-01-02,6,Xiaobitan,56,48
2022-01-02,6,Yuanshan,93,89
2022-01-02,6,Zhishan,83,67
2022-01-02,6,Daqiaotou,82,85
2022-01-02,6,Wanlong,84,94
2022-01-02,6,Jingmei,99,85
2022-01-02,6,Qizhang,72,75
2022-01-02,6,Xindian District Office,77,86
2022-01-02,6,Nangang Exhibition Center,110,123
2022-01-02,6,Taipei Zoo,73,53
2022-01-02,7,Taipei Main Station,1496,1441
2022-01-02,7,Zhongxiao Fuxing,1147,1081
2022-01-02,7,Ximen,963,829
2022-01-02,7,Banqiao,899,820
2022-01-02,7,Taipei City Hall,842,735
2022-01-02,7,Nanjing Fuxing,699,676
2022-01-02,7,Guting,633,627
2022-01-02,7,Dongmen,569,587
2022-01-02,7,Da'an,501,463
2022-01-02,7,Zhongshan,506,420
2022-01-02,7,Shilin,480,455
2022-01-02,7,Gongguan,457,425
2022-01-02,7,Yongning,429,336
2022-01-02,7,Nangang,400,375
2022-01-02,7,Songshan Airport,389,336
2022-01-02,7,Jiantan,327,346
2022-01-02,7,Xindian,350,360
2022-01-02,7,Muzha,283,305
2022-01-02,7,Beitou,236,248
2022-01-02,7,Tamsui,287,266
2022-01-02,7,Xiaobitan,116,155
2022-01-02,7,Yuanshan,231,204
2022-01-02,7,Zhishan,183,159
2022-01-02,7,Daqiaotou,208,166
2022-01-02,7,Wanlong,235,238
2022-01-02,7,Jingmei,228,223
2022-01-02,7,Qizhang,145,135
2022-01-02,7,Xindian District Office,199,187
2022-01-02,7,Nangang Exhibition Center,316,304
2022-01-02,7,Taipei Zoo,148,153
2022-01-02,8,Taipei Main Station,2818,2859
2022-01-02,8,Zhongxiao Fuxing,1866,1718
2022-01-02,8,Ximen,1660,1628
2022-01-02,8,Banqiao,1597,1490
2022-01-02,8,Taipei City Hall,1445,1347
2022-01-02,8,Nanjing Fuxing,1336,1264
2022-01-02,8,Guting,1132,1032
2022-01-02,8,Dongmen,1010,893
2022-01-02,8,Da'an,893,863
2022-01-02,8,Zhongshan,927,892
2022-01-02,8,Shilin,897,767
2022-01-02,8,Gongguan,790,743
2022-01-02,8,Yongning,748,720
2022-01-02,8,Nangang,756,760
2022-01-02,8,Songshan Airport,695,647
2022-01-02,8,Jiantan,667,564
2022-01-02,8,Xindian,619,605
2022-01-02,8,Muzha,510,484
2022-01-02,8,Beitou,498,404
2022-01-02,8,Tamsui,509,445
2022-01-02,8,Xiaobitan,233,226
2022-01-02,8,Yuanshan,371,377
2022-01-02,8,Zhishan,333,340
2022-01-02,8,Daqiaotou,323,349
2022-01-02,8,Wanlong,409,351
2022-01-02,8,Jingmei,409,404
2022-01-02,8,Qizhang,268,281
2022-01-02,8,Xindian District Office,365,310
2022-01-02,8,Nangang Exhibition Center,565,544
2022-01-02,8,Taipei Zoo,306,259
2022-01-02,9,Taipei Main Station,4248,3887
2022-01-02,9,Zhongxiao Fuxing,2969,2862
2022-01-02,9,Ximen,2576,2329
2022-01-02,9,Banqiao,2406,2208
2022-01-02,9,Taipei City Hall,2159,2047
2022-01-02,9,Nanjing Fuxing,1868,1647
2022-01-02,9,Guting,1712,1630
2022-01-02,9,Dongmen,1512,1383
2022-01-02,9,Da'an,1411,1278
2022-01-02,9,Zhongshan,1274,1269
2022-01-02,9,Shilin,1284,1160
2022-01-02,9,Gongguan,1150,1178
2022-01-02,9,Yongning,1132,1062
2022-01-02,9,Nangang,1103,1043
2022-01-02,9,Songshan Airport,1035,961
2022-01-02,9,Jiantan,931,945
2022-01-02,9,Xindian,909,900
2022-01-02,9,Muzha,719,735
2022-01-02,9,Beitou,622,657
2022-01-02,9,Tamsui,736,700
2022-01-02,9,Xiaobitan,345,340
2022-01-02,9,Yuanshan,614,580
2022-01-02,9,Zhishan,493,527
2022-01-02,9,Daqiaotou,512,487
2022-01-02,9,Wanlong,624,532
2022-01-02,9,Jingmei,600,563
2022-01-02,9,Qizhang,412,391
2022-01-02,9,Xindian District Office,492,474
2022-01-02,9,Nangang Exhibition Center,800,779
2022-01-02,9,Taipei Zoo,418,410
2022-01-02,10,Taipei Main Station,5225,4850
2022-01-02,10,Zhongxiao Fuxing,3534,3337
2022-01-02,10,Ximen,3081,2950
2022-01-02,10,Banqiao,2941,2827
2022-01-02,10,Taipei City Hall,2646,2557
2022-01-02,10,Nanjing Fuxing,2253,2206
2022-01-02,10,Guting,1999,1984
2022-01-02,10,Dongmen,1913,1692
2022-01-02,10,Da'an,1640,1612
2022-01-02,10,Zhongshan,1702,1488
2022-01-02,10,Shilin,1584,1496
2022-01-02,10,Gongguan,1423,1386
2022-01-02,10,Yongning,1388,1172
2022-01-02,10,Nangang,1334,1275
2022-01-02,10,Songshan Airport,1270,1173
2022-01-02,10,Jiantan,1109,1061
2022-01-02,10,Xindian,1086,1002
2022-01-02,10,Muzha,930,847
2022-01-02,10,Beitou,784,752
2022-01-02,10,Tamsui,925,854
2022-01-02,10,Xiaobitan,413,367
2022-01-02,10,Yuanshan,689,690
2022-01-02,10,Zhishan,647,585
2022-01-02,10,Daqiaotou,626,576
2022-01-02,10,Wanlong,750,724
2022-01-02,10,Jingmei,750,722
2022-01-02,10,Qizhang,511,490
2022-01-02,10,Xindian District Office,608,544
2022-01-02,10,Nangang Exhibition Center,986,903
2022-01-02,10,Taipei Zoo,507,477
2022-01-02,11,Taipei Main Station,5641,5051
2022-01-02,11,Zhongxiao Fuxing,3747,3351
2022-01-02,11,Ximen,3369,3094
2022-01-02,11,Banqiao,3118,3063
2022-01-02,11,Taipei City Hall,2876,2605
2022-01-02,11,Nanjing Fuxing,2363,2337
2022-01-02,11,Guting,2216,2174
2022-01-02,11,Dongmen,2044,1815
2022-01-02,11,Da'an,1739,1665
2022-01-02,11,Zhongshan,1686,1704
2022-01-02,11,Shilin,1639,1564
2022-01-02,11,Gongguan,1524,1475
2022-01-02,11,Yongning,1419,1445
2022-01-02,11,Nangang,1411,1491
2022-01-02,11,Songshan Airport,1300,1297
2022-01-02,11,Jiantan,1160,1193
2022-01-02,11,Xindian,1263,1133
2022-01-02,11,Muzha,973,1006
2022-01-02,11,Beitou,867,808
2022-01-02,11,Tamsui,995,940
2022-01-02,11,Xiaobitan,444,429
2022-01-02,11,Yuanshan,757,715
2022-01-02,11,Zhishan,659,651
2022-01-02,11,Daqiaotou,646,604
2022-01-02,11,Wanlong,729,800
2022-01-02,11,Jingmei,782,686
2022-01-02,11,Qizhang,608,589
2022-01-02,11,Xindian District Office,641,659
2022-01-02,11,Nangang Exhibition Center,1111,1080
2022-01-02,11,Taipei Zoo,537,467
2022-01-02,12,Taipei Main Station,5516,5128
2022-01-02,12,Zhongxiao Fuxing,3812,3644
2022-01-02,12,Ximen,3407,3199
2022-01-02,12,Banqiao,3240,2952
2022-01-02,12,Taipei City Hall,2933,2621
2022-01-02,12,Nanjing Fuxing,2532,2285
2022-01-02,12,Guting,2342,2021
2022-01-02,12,Dongmen,2046,1820
2022-01-02,12,Da'an,1810,1774
2022-01-02,12,Zhongshan,1723,1761
2022-01-02,12,Shilin,1705,1680
2022-01-02,12,Gongguan,1737,1548
2022-01-02,12,Yongning,1500,1442
2022-01-02,12,Nangang,1346,1432
2022-01-02,12,Songshan Airport,1367,1297
2022-01-02,12,Jiantan,1246,1153
2022-01-02,12,Xindian,1250,1163
2022-01-02,12,Muzha,997,1007
2022-01-02,12,Beitou,953,848
2022-01-02,12,Tamsui,994,956
2022-01-02,12,Xiaobitan,425,431
2022-01-02,12,Yuanshan,804,692
2022-01-02,12,Zhishan,700,688
2022-01-02,12,Daqiaotou,728,622
2022-01-02,12,Wanlong,767,793
2022-01-02,12,Jingmei,870,794
2022-01-02,12,Qizhang,555,528
2022-01-02,12,Xindian District Office,658,657
2022-01-02,12,Nangang Exhibition Center,1128,1123
2022-01-02,12,Taipei Zoo,559,605
2022-01-02,13,Taipei Main Station,5589,5690
2022-01-02,13,Zhongxiao Fuxing,3848,3448
2022-01-02,13,Ximen,3390,3152
2022-01-02,13,Banqiao,3122,2893
2022-01-02,13,Taipei City Hall,2957,2843
2022-01-02,13,Nanjing Fuxing,2518,2343
2022-01-02,13,Guting,2245,2239
2022-01-02,13,Dongmen,2034,1925
2022-01-02,13,Da'an,1797,1766
2022-01-02,13,Zhongshan,1803,1644
2022-01-02,13,Shilin,1681,1609
2022-01-02,13,Gongguan,1607,1575
2022-01-02,13,Yongning,1448,1315
2022-01-02,13,Nangang,1474,1383
2022-01-02,13,Songshan Airport,1452,1300
2022-01-02,13,Jiantan,1297,1134
2022-01-02,13,Xindian,1268,1173
2022-01-02,13,Muzha,1006,1013
2022-01-02,13,Beitou,899,846
2022-01-02,13,Tamsui,939,989
2022-01-02,13,Xiaobitan,461,430
2022-01-02,13,Yuanshan,819,778
2022-01-02,13,Zhishan,688,636
2022-01-02,13,Daqiaotou,631,648
2022-01-02,13,Wanlong,812,768
2022-01-02,13,Jingmei,767,724
2022-01-02,13,Qizhang,544,501
2022-01-02,13,Xindian District Office,648,687
2022-01-02,13,Nangang Exhibition Center,1085,1099
2022-01-02,13,Taipei Zoo,554,542
2022-01-02,14,Taipei Main Station,5480,4885
2022-01-02,14,Zhongxiao Fuxing,3822,3435
2022-01-02,14,Ximen,3323,3123
2022-01-02,14,Banqiao,3162,3108
2022-01-02,14,Taipei City Hall,2856,2825
2022-01-02,14,Nanjing Fuxing,2493,2200
2022-01-02,14,Guting,2168,2033
2022-01-02,14,Dongmen,1883,1940
2022-01-02,14,Da'an,1763,1774
2022-01-02,14,Zhongshan,1756,1710
2022-01-02,14,Shilin,1596,1476
2022-01-02,14,Gongguan,1547,1446
2022-01-02,14,Yongning,1416,1338
2022-01-02,14,Nangang,1382,1354
2022-01-02,14,Songshan Airport,1335,1170
2022-01-02,14,Jiantan,1238,1203
2022-01-02,14,Xindian,1246,1154
2022-01-02,14,Muzha,939,973
2022-01-02,14,Beitou,905,821
2022-01-02,14,Tamsui,1045,965
2022-01-02,14,Xiaobitan,463,457
2022-01-02,14,Yuanshan,798,671
2022-01-02,14,Zhishan,628,636
2022-01-02,14,Daqiaotou,723,658
2022-01-02,14,Wanlong,757,747
2022-01-02,14,Jingmei,760,708
2022-01-02,14,Qizhang,503,522
2022-01-02,14,Xindian District Office,683,661
2022-01-02,14,Nangang Exhibition Center,1056,1052
2022-01-02,14,Taipei Zoo,529,518
2022-01-02,15,Taipei Main Station,5384,5312
2022-01-02,15,Zhongxiao Fuxing,3529,3301
2022-01-02,15,Ximen,3232,3065
2022-01-02,15,Banqiao,2978,2818
2022-01-02,15,Taipei City Hall,2802,2810
2022-01-02,15,Nanjing Fuxing,2332,2278
2022-01-02,15,Guting,2181,2085
2022-01-02,15,Dongmen,1925,1777
2022-01-02,15,Da'an,1707,1608
2022-01-02,15,Zhongshan,1726,1578
2022-01-02,15,Shilin,1597,1606
2022-01-02,15,Gongguan,1508,1413
2022-01-02,15,Yongning,1367,1302
2022-01-02,15,Nangang,1342,1286
2022-01-02,15,Songshan Airport,1246,1211
2022-01-02,15,Jiantan,1199,1087
2022-01-02,15,Xindian,1133,1218
2022-01-02,15,Muzha,906,864
2022-01-02,15,Beitou,781,874
2022-01-02,15,Tamsui,990,928
2022-01-02,15,Xiaobitan,418,382
2022-01-02,15,Yuanshan,729,671
2022-01-02,15,Zhishan,584,647
2022-01-02,15,Daqiaotou,651,588
2022-01-02,15,Wanlong,721,631
2022-01-02,15,Jingmei,791,716
2022-01-02,15,Qizhang,520,542
2022-01-02,15,Xindian District Office,675,625
2022-01-02,15,Nangang Exhibition Center,1043,1097
2022-01-02,15,Taipei Zoo,528,505
2022-01-02,16,Taipei Main Station,5113,4786
2022-01-02,16,Zhongxiao Fuxing,3479,3411
2022-01-02,16,Ximen,3089,2813
2022-01-02,16,Banqiao,2905,2734
2022-01-02,16,Taipei City Hall,2734,2501
2022-01-02,16,Nanjing Fuxing,2314,2200
2022-01-02,16,Guting,2079,1962
2022-01-02,16,Dongmen,1834,1776
2022-01-02,16,Da'an,1636,1581
2022-01-02,16,Zhongshan,1610,1643
2022-01-02,16,Shilin,1552,1438
2022-01-02,16,Gongguan,1480,1366
2022-01-02,16,Yongning,1345,1271
2022-01-02,16,Nangang,1339,1263
2022-01-02,16,Songshan Airport,1248,1247
2022-01-02,16,Jiantan,1132,1082
2022-01-02,16,Xindian,1127,1076
2022-01-02,16,Muzha,940,907
2022-01-02,16,Beitou,847,819
2022-01-02,16,Tamsui,900,854
2022-01-02,16,Xiaobitan,363,342
2022-01-02,16,Yuanshan,749,662
2022-01-02,16,Zhishan,612,539
2022-01-02,16,Daqiaotou,648,562
2022-01-02,16,Wanlong,712,681
2022-01-02,16,Jingmei,711,676
2022-01-02,16,Qizhang,498,485
2022-01-02,16,Xindian District Office,588,541
2022-01-02,16,Nangang Exhibition Center,1022,968
2022-01-02,16,Taipei Zoo,496,505
2022-01-02,17,Taipei Main Station,4577,4417
2022-01-02,17,Zhongxiao Fuxing,3171,3027
2022-01-02,17,Ximen,2739,2624
2022-01-02,17,Banqiao,2546,2502
2022-01-02,17,Taipei City Hall,2411,2214
2022-01-02,17,Nanjing Fuxing,1998,1921
2022-01-02,17,Guting,1816,1798
2022-01-02,17,Dongmen,1684,1539
2022-01-02,17,Da'an,1518,1366
2022-01-02,17,Zhongshan,1473,1517
2022-01-02,17,Shilin,1417,1274
2022-01-02,17,Gongguan,1262,1227
2022-01-02,17,Yongning,1224,1147
2022-01-02,17,Nangang,1107,1246
2022-01-02,17,Songshan Airport,1106,1069
2022-01-02,17,Jiantan,1011,1013
2022-01-02,17,Xindian,981,948
2022-01-02,17,Muzha,846,850
2022-01-02,17,Beitou,670,661
2022-01-02,17,Tamsui,781,838
2022-01-02,17,Xiaobitan,343,342
2022-01-02,17,Yuanshan,702,665
2022-01-02,17,Zhishan,568,577
2022-01-02,17,Daqiaotou,543,568
2022-01-02,17,Wanlong,623,643
2022-01-02,17,Jingmei,657,622
2022-01-02,17,Qizhang,496,423
2022-01-02,17,Xindian District Office,525,497
2022-01-02,17,Nangang Exhibition Center,936,956
2022-01-02,17,Taipei Zoo,448,458
2022-01-02,18,Taipei Main Station,4115,3924
2022-01-02,18,Zhongxiao Fuxing,2826,2627
2022-01-02,18,Ximen,2459,2358
2022-01-02,18,Banqiao,2315,2280
2022-01-02,18,Taipei City Hall,2102,1951
2022-01-02,18,Nanjing Fuxing,1760,1672
2022-01-02,18,Guting,1656,1505
2022-01-02,18,Dongmen,1482,1359
2022-01-02,18,Da'an,1296,1235
2022-01-02,18,Zhongshan,1303,1242
2022-01-02,18,Shilin,1232,1202
2022-01-02,18,Gongguan,1128,1015
2022-01-02,18,Yongning,1043,1012
2022-01-02,18,Nangang,1101,947
2022-01-02,18,Songshan Airport,978,934
2022-01-02,18,Jiantan,930,817
2022-01-02,18,Xindian,889,835
2022-01-02,18,Muzha,731,675
2022-01-02,18,Beitou,629,632
2022-01-02,18,Tamsui,749,686
2022-01-02,18,Xiaobitan,331,307
2022-01-02,18,Yuanshan,557,553
2022-01-02,18,Zhishan,520,423
2022-01-02,18,Daqiaotou,471,462
2022-01-02,18,Wanlong,543,550
2022-01-02,18,Jingmei,565,558
2022-01-02,18,Qizhang,410,391
2022-01-02,18,Xindian District Office,486,484
2022-01-02,18,Nangang Exhibition Center,814,759
2022-01-02,18,Taipei Zoo,414,395
2022-01-02,19,Taipei Main Station,3592,3250
2022-01-02,19,Zhongxiao Fuxing,2501,2329
2022-01-02,19,Ximen,2116,2024
2022-01-02,19,Banqiao,2028,1982
2022-01-02,19,Taipei City Hall,1894,1661
2022-01-02,19,Nanjing Fuxing,1630,1599
2022-01-02,19,Guting,1420,1299
2022-01-02,19,Dongmen,1244,1212
2022-01-02,19,Da'an,1103,1064
2022-01-02,19,Zhongshan,1143,1048
2022-01-02,19,Shilin,1051,962
2022-01-02,19,Gongguan,977,925
2022-01-02,19,Yongning,1002,922
2022-01-02,19,Nangang,931,869
2022-01-02,19,Songshan Airport,793,823
2022-01-02,19,Jiantan,786,771
2022-01-02,19,Xindian,808,750
2022-01-02,19,Muzha,661,611
2022-01-02,19,Beitou,608,531
2022-01-02,19,Tamsui,606,651
2022-01-02,19,Xiaobitan,291,245
2022-01-02,19,Yuanshan,476,494
2022-01-02,19,Zhishan,432,409
2022-01-02,19,Daqiaotou,396,401
2022-01-02,19,Wanlong,498,468
2022-01-02,19,Jingmei,488,477
2022-01-02,19,Qizhang,347,316
2022-01-02,19,Xindian District Office,403,433
2022-01-02,19,Nangang Exhibition Center,661,663
2022-01-02,19,Taipei Zoo,313,326
2022-01-02,20,Taipei Main Station,2838,2615
2022-01-02,20,Zhongxiao Fuxing,1874,1773
2022-01-02,20,Ximen,1759,1593
2022-01-02,20,Banqiao,1550,1496
2022-01-02,20,Taipei City Hall,1511,1496
2022-01-02,20,Nanjing Fuxing,1199,1166
2022-01-02,20,Guting,1096,1045
2022-01-02,20,Dongmen,1070,980
2022-01-02,20,Da'an,896,886
2022-01-02,20,Zhongshan,931,871
2022-01-02,20,Shilin,810,828
2022-01-02,20,Gongguan,798,765
2022-01-02,20,Yongning,730,678
2022-01-02,20,Nangang,743,712
2022-01-02,20,Songshan Airport,710,652
2022-01-02,20,Jiantan,618,589
2022-01-02,20,Xindian,629,598
2022-01-02,20,Muzha,498,418
2022-01-02,20,Beitou,447,422
2022-01-02,20,Tamsui,516,542
2022-01-02,20,Xiaobitan,230,238
2022-01-02,20,Yuanshan,393,386
2022-01-02,20,Zhishan,351,360
2022-01-02,20,Daqiaotou,342,335
2022-01-02,20,Wanlong,416,391
2022-01-02,20,Jingmei,375,378
2022-01-02,20,Qizhang,302,280
2022-01-02,20,Xindian District Office,352,331
2022-01-02,20,Nangang Exhibition Center,580,586
2022-01-02,20,Taipei Zoo,284,266
2022-01-02,21,Taipei Main Station,1901,1848
2022-01-02,21,Zhongxiao Fuxing,1272,1191
2022-01-02,21,Ximen,1157,1066
2022-01-02,21,Banqiao,1084,1084
2022-01-02,21,Taipei City Hall,1049,954
2022-01-02,21,Nanjing Fuxing,875,798
2022-01-02,21,Guting,760,671
2022-01-02,21,Dongmen,631,703
2022-01-02,21,Da'an,671,628
2022-01-02,21,Zhongshan,603,592
2022-01-02,21,Shilin,639,538
2022-01-02,21,Gongguan,529,533
